,col1,KIC,Porb,Class,PACF,hACF,P1min,P1max,P2min,P2max,h1min,h1max,h2min,h2max,Note,period,period_err,morph,RA,DEC,GLon,GLat,kmag,Teff,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff_x,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
2091,1822,10259301,244.833,np,34.369,0.008,,,,,,,,,a,244.833,0.0022831,0.01,284.8153,47.3926,77.4622,18.3638,13.556,5853.0,Gaia DR3 2131411472360734080,284.81534668564,47.39260007371,0.0,0.0,176.0,1636148068921376768,2131411472360734080,542828263,0.0111,0.0115,1.4774,0.0124,119.0361,11.626,8.886,0.014,-7.497,0.014,-0.0045,-0.0863,-0.0009,0.0354,0.2704,-0.0119,-0.0792,-0.1593,-0.0292,0.0434,326,0,322,4,2.9943,400.36,0.047,1.6503,31,True,1.554,,,,,,,,38,25,0.019803,39,0.01218,176.6,1,0,1.12,0,320,74143.16341,14.1749,5230.58,13.512189,0.002763,38,39752.1,34.0892,1166.12,13.840143,0.002941,35,49259.4,20.9215,2354.48,13.016672,0.003807,1.201,0.0,1.0,0.0,0.0,0,0.823471,0.327954,0.495517,-29.76,2.98,2.0,18.0,5.0,15.0,9.8478,,,913.515,,5750.0,4.5,0.0,222.0,,,,12.836221,0.03098,13.0,,NOT_AVAILABLE,0.0,0.0,0.999877,5585.8,5583.5,5589.1,4.2864,4.282,4.291,-0.5786,-0.5865,-0.5703,661.27,655.7522,666.6269,0.0014,0.0003,0.0037,0.0012,0.0002,0.0031,0.0006,0.0001,0.0017,MARCS,284.81528834465,47.39263339267,0.226636,0.218787,0.042,0.113828
2092,1823,10259530,0.707,ev,,,,,,,,,,,,0.7072062,6e-07,0.86,284.9397,47.3354,77.4368,18.2648,12.121,7736.0,Gaia DR3 2131410712147686400,284.93974879219,47.3353433746,0.0,0.0,147.0,1636148068921376768,2131410712147686400,839625888,0.0096,0.0102,0.8529,0.0105,81.1221,6.972,-0.064,0.013,-6.972,0.013,-0.1205,-0.1291,0.025,0.088,0.1478,0.0681,-0.0395,-0.108,0.0124,0.0271,347,347,347,0,-2.7583,638.09,0.079,8.832,31,True,1.65,,,,,,,,40,26,0.017895,42,0.05267,175.9,0,0,0.895,0,349,280647.40238,1465.53,191.499,12.066964,0.006304,39,178426.0,2879.7,61.9597,12.209899,0.017744,39,152902.0,2356.78,64.8775,11.786861,0.017157,1.181,0.0,0.0,0.0,0.0,0,0.423038,0.142935,0.280103,-6.54,15.77,1.0,20.0,2.0,16.0,23.946,3.5646,1.3e-05,913.515,259.42,7750.0,4.5,0.25,555.0,111.774,113.2762,8.0,11.634,0.028066,17.0,,VARIABLE,0.0,0.0,0.999804,7293.0,7256.1,7332.9,3.8218,3.8097,3.8338,-0.6908,-0.7277,-0.6397,1117.6327,1103.752,1131.7197,0.1086,0.0895,0.1297,0.0982,0.0809,0.1173,0.0527,0.0434,0.0631,A,284.93974921358,47.33537435937,0.200778,0.206232,0.0192,0.234907
2093,1824,10264202,1.035,sp,1.022,0.585,1.032,1.036,,,0.061,0.079,0.02,0.02,,1.0351478,1.1e-06,0.5,287.4236,47.3733,78.1154,16.7111,15.777,5207.0,Gaia DR3 2130859483164884096,287.42366380716,47.37332527562,0.0,0.0,167.0,1636148068921376768,2130859483164884096,1302350369,0.0229,0.0268,0.6201,0.0267,23.2567,2.188,-0.366,0.029,-2.157,0.033,-0.0754,-0.0564,-0.0483,-0.0347,0.2247,-0.0963,-0.2779,-0.1845,-0.1214,0.0408,358,0,355,3,1.2298,399.67,0.061,0.5127,31,False,1.502,,,,,,,,41,27,0.047018,45,0.008513,24.48,0,0,1.046,0,362,9161.13354,8.0445,1138.81,15.782494,0.002916,37,4382.85,17.5513,249.717,16.234152,0.005166,38,6803.62,27.1426,250.662,15.166045,0.005749,1.221,0.0,2.0,0.0,1.0,0,1.068107,0.451658,0.616448,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999952,5360.8,5325.8,5394.9,3.8806,3.8506,3.9005,-0.2809,-0.3221,-0.2475,2216.3289,2173.5881,2278.5815,0.3751,0.3515,0.3967,0.3052,0.2857,0.3231,0.1638,0.1534,0.1736,MARCS,287.42366621068,47.37333486122,0.459203,0.539163,0.0463,0.18273
2094,1825,10265602,165.345,np,76.544,0.01,,,,,,,,,a,165.3446777,0.0015784,0.0,288.1779,47.3667,78.3119,16.2362,15.548,5756.0,Gaia DR3 2130824230073688064,288.17792055545,47.36665900705,0.0,0.0,6.0,1636148068921376768,2130824230073688064,1378441792,0.0204,0.0229,0.5359,0.0228,23.5161,3.678,3.579,0.027,-0.848,0.032,0.0228,0.0065,-0.1174,-0.1548,0.1516,-0.1409,0.0262,-0.0061,-0.0194,0.05,346,0,346,0,0.6689,373.75,0.025,0.10708,31,False,1.531,,,,,,,,40,25,0.044702,42,0.01051,166.6,0,0,1.025,0,351,12037.86125,3.46772,3471.41,15.485993,0.002773,35,6200.31,19.4578,318.655,15.857509,0.004404,38,8391.79,14.0605,596.833,14.938259,0.004194,1.212,0.0,0.0,0.0,1.0,0,0.91925,0.371515,0.547734,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999955,5695.2,5676.7,5751.2,4.1594,4.1199,4.1907,-0.0629,-0.095,0.0072,1703.2809,1623.9965,1836.8174,0.2586,0.2454,0.2899,0.2149,0.2038,0.2413,0.1151,0.1091,0.1292,MARCS,288.17789706912,47.36666277426,0.437921,0.513962,0.0632,0.153193
2095,1826,10267044,0.43,ev,,,,,,,,,,,,0.4300365,3e-07,0.82,288.8693,47.37,78.5043,15.806,14.039,6878.0,Gaia DR3 2130812685200870016,288.86923551471,47.36997090643,0.0,0.0,164.0,1636148068921376768,2130812685200870016,371673147,0.0105,0.0128,0.6487,0.0121,53.4921,3.453,-3.103,0.015,-1.515,0.017,-0.1285,-0.039,-0.0222,0.0769,0.1067,0.0568,-0.2387,-0.0675,-0.0713,-0.0634,376,0,374,2,-1.0067,349.14,0.0,0.0,31,False,1.6,,,,,,,,43,27,0.02447,49,0.01161,72.44,0,0,0.962,0,408,44842.02129,283.646,158.091,14.058154,0.0074,46,25709.6,553.822,46.4221,14.313304,0.023554,46,26943.6,521.575,51.6581,13.671757,0.021355,1.174,0.0,3.0,1.0,2.0,0,0.641547,0.25515,0.386397,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999846,6344.7,6334.7,6358.4,4.0509,4.0362,4.0663,-0.3984,-0.4184,-0.3794,1444.4984,1419.3698,1470.5289,0.0038,0.0008,0.0109,0.0033,0.0007,0.0095,0.0018,0.0004,0.0051,PHOENIX,288.86925588079,47.36997763795,0.240903,0.28165,-0.0687,0.186812
2096,1827,10268809,24.709,sp,20.474,0.465,,,,,,,,,,24.7089993,0.0001054,0.05,289.6806,47.3178,78.6809,15.2807,13.737,5787.0,Gaia DR3 2127891695123271424,289.6805146163,47.3177639432,0.0,0.0,17.0,1636148068921376768,2127891695123271424,228563854,0.0097,0.0104,1.0707,0.0109,98.4447,6.836,-2.739,0.013,-6.263,0.013,0.0493,0.1491,-0.0441,-0.0889,0.1482,-0.0646,-0.1178,0.0026,-0.1395,-0.1125,385,0,384,1,2.1724,443.85,0.02,0.30006,31,False,1.55,,,,,,,,44,26,0.019448,49,0.004989,106.7,0,0,1.079,0,401,63146.75684,12.568,5024.41,13.686489,0.002764,46,33653.7,32.4729,1036.36,14.020962,0.00298,46,42259.2,26.2859,1607.67,13.183092,0.003839,1.202,0.0,0.0,0.0,0.0,0,0.83787,0.334473,0.503397,-6.63,2.97,2.0,25.0,3.0,21.0,10.828,,,914.017,,5750.0,4.5,-0.25,222.0,,,,12.978131,0.050348,22.0,,NOT_AVAILABLE,0.0,0.0,0.999798,5579.5,5569.1,5632.8,4.1725,4.1457,4.1805,-0.3281,-0.3438,-0.2617,911.8802,897.7083,972.6734,0.0092,0.0022,0.0451,0.0077,0.0019,0.0377,0.0041,0.001,0.0203,MARCS,289.68053257483,47.31779177882,0.209829,0.21744,-0.1041,0.242905
2097,1828,10268903,1.104,sp,1.103,1.097,,,,,,,,,,1.1039663,3.6e-06,0.39,289.713,47.3435,78.7145,15.2708,17.362,-1.0,Gaia DR3 2127892141799893504,289.71280252168,47.3435920102,0.0,0.0,4.0,1636148068921376768,2127892141799893504,1786526454,0.06,0.0746,1.4279,0.0703,20.3032,4.773,2.986,0.083,-3.724,0.088,0.028,0.0397,-0.2191,0.0431,0.2296,0.0587,-0.2185,0.045,-0.0865,-0.0972,365,0,365,0,2.5405,452.01,0.278,1.5852,31,False,1.31,,,,,,,,42,25,0.126732,48,0.002499,164.0,1,0,1.095,0,393,1785.26598,2.44302,730.762,17.55811,0.00313,43,459.019,13.9641,32.8715,18.683966,0.033147,46,2141.75,15.1937,140.964,16.420973,0.00858,1.457,0.0,35.0,0.0,38.0,0,2.262993,1.125856,1.137136,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999245,3666.1,3655.0,3680.9,4.2228,4.1489,4.3109,-0.7276,-0.7813,-0.6455,752.9146,678.5086,788.2676,0.7891,0.767,0.8126,0.5384,0.5232,0.5545,0.3135,0.3051,0.3225,MARCS,289.71278293704,47.34360856203,1.34712,1.425541,-0.0998,0.588248
2098,1829,10274218,1.764,ev,,,,,,,,,,,,1.7641118,2.4e-06,0.95,291.927,47.3471,79.3579,13.9061,10.321,-1.0,Gaia DR3 2129124350737536640,291.92690313054,47.3470426837,0.0,0.0,171.0,1636148068921376768,2129124350737536640,1107597013,0.0104,0.0126,1.8273,0.0124,147.1391,14.613,-10.954,0.013,-9.672,0.015,-0.0648,-0.0482,-0.1709,0.0119,0.2475,-0.0128,-0.191,-0.0824,-0.0663,-0.0613,333,333,328,5,-1.9456,823.48,0.095,12.082,31,True,1.646,,,,,,,,38,27,0.020621,42,0.009725,35.98,0,0,0.923,0,345,1546291.09473,731.436,2114.05,10.214139,0.002803,37,969601.0,1145.42,846.505,10.37206,0.003071,37,835771.0,753.625,1109.0,9.942677,0.003904,1.168,0.0,0.0,0.0,0.0,0,0.429382,0.157921,0.271461,10.77,7.74,1.0,12.0,3.0,12.0,65.324,19.996,0.0,756.152,65.6,7250.0,4.0,-0.25,555.0,56.3226,4.8038,7.0,9.823689,0.015604,7.0,,NOT_AVAILABLE,0.0,0.0,0.999621,7339.4,7331.1,7347.9,3.8112,3.8057,3.8162,0.1758,0.1664,0.1852,572.6,568.8421,576.7509,0.1429,0.1388,0.1469,0.1289,0.1252,0.1325,0.0687,0.0667,0.0707,MARCS,291.92697498414,47.3470856718,0.215395,0.237021,-0.0601,0.312055
2099,1831,10275074,4.363,sp,4.393,0.755,,,,,,,,,,4.3628836,0.0004415,0.33,292.2677,47.3948,79.5037,13.7177,14.182,6354.0,Gaia DR3 2128467873576796544,292.26765258123,47.39471469426,0.0,0.0,153.0,1636148068921376768,2128467873576796544,1018901851,0.0119,0.0137,0.5215,0.0131,39.8168,12.091,-4.68,0.015,-11.148,0.017,-0.1981,0.0085,0.0115,-0.047,0.1182,-0.0801,-0.3365,-0.11,-0.043,-0.1365,358,0,356,2,-1.8499,308.26,0.0,0.0,31,False,1.575,,,,,,,,42,26,0.02475,45,0.004744,3.367,0,0,0.93,0,374,41620.66974,10.9525,3800.12,14.139094,0.00277,42,23153.3,30.5614,757.6,14.427011,0.003137,36,26512.2,32.2859,821.169,13.689282,0.004004,1.193,0.0,20.0,0.0,17.0,0,0.737728,0.287916,0.449812,33.75,6.09,2.0,18.0,3.0,17.0,4.9407,,,883.678,,6250.0,4.5,0.0,222.0,,,,13.544421,0.082255,17.0,,NOT_AVAILABLE,0.0,0.0,0.999527,5888.7,5880.1,5904.2,3.781,3.774,3.8007,-0.3962,-0.4133,-0.3736,1835.7689,1794.8782,1851.3091,0.007,0.0021,0.0161,0.0059,0.0018,0.0137,0.0032,0.0009,0.0074,MARCS,292.26768331082,47.39476424091,0.24261,0.279393,-0.1283,0.322331
2100,1832,10275197,0.391,ev,,,,,,,,,,,,0.3908347,3e-07,0.79,292.3249,47.399,79.5246,13.6845,12.896,6440.0,Gaia DR3 2128464815560103680,292.32487045029,47.39889185757,0.0,0.0,145.0,1636148068921376768,2128464815560103680,1526670250,0.0131,0.014,0.8661,0.0141,61.3407,17.574,-4.387,0.017,-17.017,0.017,-0.1731,-0.094,-0.0465,-0.0915,0.1314,-0.1248,-0.1581,-0.0492,-0.0646,-0.0655,377,217,375,2,6.6899,1077.9,0.136,21.28,31,True,1.589,,,,,,,,44,27,0.023926,46,0.05408,149.2,0,0,1.255,0,385,130025.55586,534.179,243.412,12.902295,0.005243,46,73178.2,928.531,78.8107,13.177588,0.014056,46,80973.8,978.878,82.721,12.477035,0.013659,1.186,0.0,1.0,0.0,0.0,0,0.700554,0.275293,0.425261,-19.92,5.34,2.0,21.0,4.0,20.0,16.37,,,914.342,,6500.0,4.0,-0.5,222.0,,,,12.253438,0.048297,19.0,,VARIABLE,0.0,0.0,0.999814,6242.4,6239.3,6246.1,3.957,3.9464,3.9686,-0.2716,-0.278,-0.2656,1079.9761,1058.783,1099.8265,0.0006,0.0001,0.0015,0.0005,0.0001,0.0013,0.0003,0.0,0.0007,PHOENIX,292.3248992524,47.39896749002,0.272088,0.266782,-0.0542,0.38976
2101,1833,10275747,0.662,ev,,,,,,,,,,,,0.6617485,6e-07,0.62,292.5385,47.3644,79.5564,13.5391,12.796,7362.0,Gaia DR3 2128458012331982848,292.53850084839,47.36447483946,0.0,0.0,26.0,1636148068921376768,2128458012331982848,1559500395,0.0637,0.066,0.5666,0.0687,8.2452,5.236,1.885,0.082,4.885,0.082,0.0455,-0.0982,-0.1446,-0.0465,0.0997,-0.0442,-0.1499,0.0153,0.025,0.1481,378,235,376,2,109.5951,33594.0,0.842,753.79,31,False,1.639,,,,,,,,43,29,0.122208,45,0.07401,96.75,69,0,7.064,0,342,132767.14727,419.318,316.627,12.879641,0.004399,38,91616.6,753.97,121.512,12.933606,0.009361,39,83717.1,702.855,119.11,12.44086,0.009868,1.321,0.0,0.0,0.0,0.0,0,0.492746,0.053966,0.438781,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999804,6913.4,6893.8,6979.0,3.4549,3.4272,3.5045,-1.0431,-1.05,-1.0305,2245.224,2134.2397,2310.8596,0.054,0.044,0.0789,0.048,0.039,0.0702,0.0259,0.021,0.0379,PHOENIX,292.53848848123,47.36445312905,1.32961,1.316227,0.1501,0.273187
2102,1834,10275887,9.727,ev,,,,,,,,,,,,9.7267496,2.8e-05,0.48,292.5922,47.3923,79.5984,13.5183,13.04,-1.0,Gaia DR3 2128458287209923456,292.59222094985,47.39222972367,0.0,0.0,173.0,1636148068921376768,2128458287209923456,1116762787,0.0081,0.0086,0.4293,0.009,47.8048,10.313,0.956,0.011,-10.269,0.011,-0.015,-0.0926,-0.0195,-0.0194,0.1005,-0.0356,-0.1515,-0.0732,0.0581,0.093,405,0,404,1,-1.6402,380.09,0.0,0.0,31,False,1.57,,,,,,,,46,29,0.01572,48,0.03454,134.5,0,0,0.942,0,407,107453.54999,155.19,692.4,13.109315,0.00317,45,59434.9,228.886,259.671,13.403438,0.005027,43,70095.6,376.863,185.998,12.633668,0.006954,1.205,0.0,0.0,0.0,1.0,0,0.76977,0.294123,0.475647,-131.56,7.28,2.0,22.0,7.0,17.0,14.123,,,914.342,,6750.0,3.0,-0.75,111.0,,,,12.406552,0.068938,15.0,,VARIABLE,0.0,0.0,0.999972,7178.2,6978.4,7232.9,3.5863,3.488,3.6143,-0.368,-0.3715,-0.3642,1937.1309,1882.1414,2142.4688,0.8229,0.7196,0.8489,0.7208,0.6278,0.7445,0.3888,0.3387,0.4015,A,292.59221467353,47.39227536208,0.173135,0.175557,0.0946,0.256868
2103,1835,10285661,0.308,ev,,,,,,,,,,,,0.3082916,2e-07,0.79,296.1928,47.3372,80.6725,11.3161,15.318,5733.0,Gaia DR3 2080580087740048256,296.19284042972,47.33716046333,0.0,0.0,8.0,1636148068921376768,2080580087740048256,86669016,0.0321,0.0396,0.499,0.0377,13.2471,4.402,0.823,0.044,-4.324,0.049,0.0565,0.0624,-0.0416,-0.0249,-0.0223,-0.0217,-0.2459,-0.1018,0.0389,0.0329,378,0,373,5,21.2986,1354.9,0.394,31.527,31,False,1.532,,,,,,,,44,27,0.069513,49,0.01935,88.03,0,0,1.879,0,382,14445.9544,16.8663,856.5,15.288001,0.003033,45,7475.07,30.9167,241.781,15.654504,0.005287,44,10129.9,41.1975,245.886,14.733884,0.005812,1.219,0.0,1.0,0.0,1.0,0,0.92062,0.366503,0.554117,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999923,5710.2,5692.7,5723.3,4.3097,4.2681,4.3422,-0.1248,-0.1454,-0.1053,1264.9628,1207.2563,1337.5723,0.2756,0.2642,0.2839,0.2291,0.2194,0.2362,0.1229,0.1177,0.1267,MARCS,296.19283503405,47.33717968172,0.702827,0.802357,0.0347,0.173656
2104,1836,10287248,4.722,sp,2.942,0.93,2.919,2.976,,,0.081,0.189,,,,4.7222568,1.03e-05,0.2,296.6956,47.3273,80.8274,11.0109,13.987,-1.0,Gaia DR3 2080569638076599552,296.69562658586,47.32728426223,0.0,0.0,94.0,1636148068921376768,2080569638076599552,948061378,0.3637,0.2954,3.0719,0.3597,8.541,13.309,3.515,0.486,12.836,0.377,-0.0285,-0.0251,-0.0916,0.0469,0.2345,-0.0585,-0.2928,-0.3014,-0.1733,0.1523,240,0,225,15,158.1196,86610.0,3.174,2929.4,95,False,,1.3716,0.0918,-0.051,0.254,0.117,-0.055,-0.238,28,21,0.690089,40,0.1343,99.69,95,19,14.829,0,206,22094.61693,28.2687,781.594,14.826651,0.003086,27,16032.7,61.8668,259.148,14.826029,0.005034,26,38690.1,90.3296,428.321,13.278896,0.004551,2.477,0.0,27.0,0.0,26.0,0,1.547132,-0.000622,1.547754,-55.65,8.57,2.0,2.0,0.0,2.0,3.6516,,,95.396,,4750.0,4.5,-2.0,100.0,,,,12.937522,0.069618,2.0,,NOT_AVAILABLE,0.0,0.0,0.999898,,,,,,,,,,,,,,,,,,,,,,,296.69560353923,47.32722721216,7.821502,6.119209,0.1498,0.088602
2105,1837,10291683,2.044,ev,,,,,,,,,,,,2.0437432,2.9e-06,0.91,297.9296,47.3906,81.2927,10.3083,9.923,8359.0,Gaia DR3 2086349186587987712,297.92963555656,47.39062452601,0.0,0.0,95.0,1636148068921376768,2086349186587987712,1390354952,0.0119,0.0118,2.3339,0.0126,184.5888,9.035,7.918,0.016,4.35,0.015,-0.0016,-0.0335,-0.1166,-0.0757,0.088,-0.0811,-0.2294,-0.0086,0.0761,-0.0107,326,326,323,3,-4.0607,793.86,0.106,15.174,31,True,1.707,,,,,,,,37,26,0.022613,38,0.01062,145.2,1,0,0.842,0,327,2273989.24198,692.756,3282.52,9.795396,0.002775,38,1565010.0,1324.46,1181.62,9.85225,0.002938,37,1063600.0,583.083,1824.09,9.680952,0.003826,1.156,0.0,0.0,0.0,0.0,0,0.171298,0.056854,0.114444,-29.34,10.11,1.0,14.0,2.0,13.0,79.628,20.809,0.0,824.8,92.66,8500.0,4.5,0.0,555.0,66.5619,5.3162,9.0,9.628784,0.008942,9.0,,NOT_AVAILABLE,0.0,0.0,0.999664,8665.0,8618.6,8726.2,4.0727,4.0591,4.086,-0.2957,-0.3483,-0.2178,437.8071,435.0384,440.6735,0.1476,0.1335,0.1662,0.139,0.1256,0.1566,0.0738,0.0667,0.0832,A,297.92958357403,47.39060519153,0.262477,0.235336,-0.0031,0.128162
2106,1838,10292238,143.119,np,21.374,0.361,,,,,,,,,a,143.1192631,0.0011813,0.02,298.0774,47.3466,81.3032,10.1995,14.996,5512.0,Gaia DR3 2086342112786460416,298.07735976272,47.34654845483,0.0,0.0,36.0,1636148068921376768,2086342112786460416,595408396,0.0169,0.0169,0.531,0.0186,28.6186,8.871,-3.901,0.022,-7.967,0.021,0.0076,-0.0509,-0.1275,-0.0005,0.1201,-0.008,-0.1303,-0.0861,0.0486,0.0233,360,0,360,0,0.6607,386.33,0.01,0.028378,31,False,1.522,,,,,,,,42,28,0.030489,44,0.05893,139.5,0,0,1.024,0,335,19135.07691,4.69223,4078.03,14.982791,0.002768,37,9595.03,13.5845,706.321,15.383427,0.003186,36,13574.5,13.5316,1003.17,14.416086,0.003931,1.211,0.0,0.0,0.0,1.0,0,0.96734,0.400636,0.566705,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999963,5232.3,5218.0,5252.5,3.6932,3.6712,3.7119,-0.4579,-0.4601,-0.4418,2009.8749,1971.924,2060.687,0.0607,0.0493,0.0757,0.0496,0.0402,0.062,0.0267,0.0216,0.0333,MARCS,298.07738535271,47.34658386285,0.353383,0.331368,0.0234,0.208581
2107,1839,10292413,0.559,ev,,,,,,,,,,,,0.5591588,4e-07,0.95,298.1235,47.3251,81.2997,10.1617,13.194,-1.0,Gaia DR3 2086341391231975168,298.12378895127,47.32494520277,0.0,0.0,179.0,1636148068921376768,2086341391231975168,1037461896,0.0151,0.0153,0.319,0.0165,19.3344,8.292,-3.987,0.02,-7.271,0.019,-0.0006,-0.0625,-0.2151,-0.0671,0.1446,-0.0841,-0.143,-0.0889,-0.0152,-0.0057,342,0,341,1,1.4891,388.43,0.029,0.30041,31,False,1.586,,,,,,,,40,27,0.027809,43,0.02876,123.0,0,0,1.057,0,353,26627.70053,114.761,232.028,14.624033,0.00543,40,15739.3,266.275,59.1091,14.846078,0.018579,40,17424.8,276.722,62.9684,14.144979,0.017652,1.245,0.0,1.0,0.0,0.0,0,0.701099,0.222045,0.479054,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999913,6234.2,6177.4,6284.9,3.8174,3.7851,3.8594,-0.386,-0.4383,-0.3393,2430.2136,2307.4358,2519.5354,0.1155,0.0838,0.1431,0.0996,0.0721,0.1235,0.0538,0.0389,0.0668,MARCS,298.12381509085,47.32497751959,0.321693,0.310496,0.0016,0.898611
2108,1840,10292465,1.353,sp,1.349,1.22,1.332,1.342,1.347,1.356,0.034,0.083,0.092,0.083,,1.3533739,1.6e-06,0.43,298.1363,47.3845,81.3567,10.1832,14.956,5258.0,Gaia DR3 2086342589520467072,298.13623180902,47.38450857403,0.0,0.0,165.0,1636148068921376768,2086342589520467072,1734173711,0.0173,0.0182,1.2716,0.0193,65.8893,7.738,-7.388,0.022,-2.303,0.022,-0.0321,-0.0832,-0.1375,0.0164,0.0712,0.0123,-0.2699,-0.123,0.0955,-0.0098,324,0,324,0,1.7439,377.3,0.0,0.0,31,False,1.501,,,,,,,,39,27,0.031641,41,0.02163,123.7,0,0,1.069,0,337,19466.06247,26.2757,740.839,14.964171,0.003121,40,9467.99,56.9161,166.35,15.397899,0.007098,41,14589.4,54.2767,268.797,14.337802,0.005532,1.236,0.0,40.0,0.0,41.0,0,1.060097,0.433727,0.626369,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999923,5008.9,4985.0,5032.4,4.3832,4.3725,4.3937,-0.8398,-0.8713,-0.8102,762.5849,751.7279,774.6122,0.0876,0.0688,0.1057,0.0706,0.0554,0.0854,0.0381,0.0299,0.0461,MARCS,298.13628030298,47.38451881156,0.353698,0.36442,-0.011,0.170051
2109,1841,10294608,3.709,sp,3.699,1.344,3.656,3.669,,,0.178,0.321,,,,3.7089843,6.9e-06,0.37,298.7363,47.3774,81.5534,9.826,13.344,5603.0,Gaia DR3 2085679931909007360,298.736267285,47.37737961269,0.0,0.0,154.0,1636148068921376768,2085679931909007360,38039901,0.0093,0.0105,1.1876,0.0108,110.1304,15.305,-6.912,0.012,-13.655,0.013,-0.1613,-0.1299,-0.0652,0.0408,0.1637,-0.0148,-0.2684,-0.1194,-0.1371,-0.026,334,0,333,1,-1.0958,304.31,0.0,0.0,31,False,1.535,,,,,,,,38,27,0.018457,42,0.04007,76.92,0,0,0.957,0,331,87672.10017,54.5607,1606.87,13.330214,0.002837,39,45211.4,105.404,428.936,13.700423,0.003767,39,60386.5,105.812,570.697,12.795546,0.004231,1.204,0.0,0.0,0.0,0.0,0,0.904878,0.37021,0.534668,26.12,5.63,2.0,22.0,4.0,20.0,12.134,,,886.605,,5500.0,4.5,-0.25,222.0,,,,12.554463,0.041787,18.0,,VARIABLE,0.0,0.0,0.999917,5566.6,5541.1,5605.8,4.1091,4.103,4.1153,-0.4773,-0.5008,-0.4411,818.8776,812.162,825.7303,0.1083,0.0944,0.1278,0.0898,0.0783,0.106,0.0482,0.042,0.0569,PHOENIX,298.73631265125,47.37744030053,0.198321,0.212195,-0.027,0.107041
2110,1842,10295951,6.811,ev,,,,,,,,,,,,6.8108248,1.67e-05,0.36,299.1028,47.3778,81.6789,9.6108,12.628,6998.0,Gaia DR3 2085671857370694784,299.10282818025,47.37777006998,0.0,0.0,141.0,1636148068921376768,2085671857370694784,1413657235,0.0097,0.0099,0.6151,0.0109,56.674,2.894,0.531,0.013,-2.844,0.013,-0.1034,-0.0884,-0.0314,0.0086,0.0328,-0.003,-0.2282,-0.2188,0.0912,-0.0499,405,405,403,2,2.7678,765.72,0.083,8.8244,31,False,1.607,,,,,,,,46,28,0.018568,48,0.01179,116.9,0,0,1.099,0,410,179909.80697,30.2238,5952.59,12.549729,0.002761,45,106153.0,65.5526,1619.35,12.773716,0.00287,43,106233.0,47.684,2227.86,12.182245,0.003811,1.181,0.0,0.0,0.0,0.0,0,0.591471,0.223987,0.367484,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999946,7655.8,7639.7,7674.8,3.7901,3.7754,3.81,-0.0778,-0.0889,-0.0675,1492.7068,1454.6844,1521.165,0.6682,0.662,0.6748,0.5988,0.5932,0.605,0.3206,0.3176,0.3239,A,299.10282469275,47.37778271191,0.204443,0.212195,-0.0497,0.127748
