tic__tess_id,tic__ra,tic__dec,tic__Tmag,bjd0,period,morph_coeff,
0120626764, 285.727516, 39.841298, 11.82, 1684.278097, 0.9612907, 0.616,
0169815918, 297.703576, 40.642523, 11.61, 1711.587524, 0.9628206, 0.608,
0193822785, 268.996980, 45.874269, 12.25, 1984.468561, 0.9667583, 0.458,
0236445129, 314.268494, 31.661008, 11.44, 1711.393919, 0.9690269, 0.533,
0028391714, 30.140571, 27.888668, 8.57, 1765.148356, 0.9715449, 0.592,
0299091036, 288.828614, 52.493269, 10.65, 2010.632920, 0.9720554, 0.566,
0428444188, 55.457614, 53.293686, 9.19, 1816.751465, 0.9732728, 0.649,
0041170667, 91.200309, -67.523014, 10.30, 1386.296064, 0.9740942, 0.917,
0264508409, 298.527124, 48.418580, 9.66, 1683.979769, 0.9744478, 0.520,
0302457456, 33.839331, -12.207438, 9.94, 1411.805547, 0.9751629, 0.580,
0137551461, 292.343865, 39.069328, 11.55, 1684.143315, 0.9790534, 0.564,
0063451547, 292.785422, 45.630180, 11.93, 1684.078443, 0.9791375, 0.670,
0322650462, 97.299926, -26.118830, 5.70, 1469.255031, 0.9792734, 0.469,
0155884449, 123.995694, -26.222754, 12.98, 1491.923374, 0.9797213, 0.534,
0155884454, 123.996464, -26.221203, 12.15, 1491.587078, 0.9797834, 0.572,
0220474209, 75.384919, -59.512804, 10.29, 1325.402985, 0.9801495, 0.489,
0312060302, 10.184249, 58.848271, 11.39, 1765.201195, 0.9804999, 0.599,
0361388647, 193.377468, -72.191528, 14.24, 1597.388743, 0.9815337, 0.533,
0459173473, 68.839260, 63.192793, 11.12, 1817.276326, 0.9850258, 0.455,
0412638697, 329.642392, 60.950494, 11.30, 1739.092632, 0.9859108, 0.601,
0091448148, 313.671574, -45.730707, 9.06, 1325.703327, 0.9863543, 0.617,
0146601318, 149.255813, -1.358767, 10.53, 1517.931855, 0.9869836, 0.566,
0146601322, 149.277589, -1.343969, 8.40, 1517.932137, 0.9869950, 0.576,
0384534266, 253.262999, -81.594606, 7.87, 1625.368946, 0.9877761, 0.937,
0405387285, 184.248839, -56.406731, 9.70, 1570.966790, 0.9879181, 0.925,
0036594985, 250.127871, -48.488624, 8.74, 1627.583886, 0.9879676, 0.540,
0245950209, 70.519439, 14.326505, 8.34, 1438.832307, 0.9931781, 0.909,
0007849727, 275.409675, 42.168803, 10.00, 1684.163234, 0.9933050, 0.635,
0312102715, 182.038411, -66.984178, 9.11, 1597.764982, 0.9936833, 0.800,
0420962954, 82.077335, -19.521306, 9.27, 1438.163349, 0.9970006, 0.667,
0270615728, 293.620501, 44.967315, 12.05, 1684.144636, 0.9982151, 0.547,
0470937126, 47.569088, 55.596240, 14.71, 1790.564176, 1.0005506, 0.500,
0358908226, 347.834178, 68.983027, 13.17, 1764.819366, 1.0005991, 0.320,
0067719432, 63.424578, -11.560119, 11.70, 1438.361238, 1.0017063, 0.522,
0403757320, 179.477378, -47.908645, 11.19, 1570.239580, 1.0025046, 0.263,
0399822840, 286.666020, 53.383843, 9.64, 1684.009082, 1.0025595, 0.579,
0283698250, 128.742179, -25.335263, 14.40, 1517.706711, 1.0036573, 0.480,
0307488085, 126.340019, -67.887824, 10.01, 1544.802559, 1.0045161, 0.752,
0168809669, 215.248519, 47.112529, 10.32, 1739.295277, 1.0047110, 0.600,
0181341926, 280.713172, -43.189178, 10.27, 1657.060317, 1.0054508, 0.585,
0016485009, 102.186584, 39.302520, 13.84, 1842.785002, 1.0056497, 0.829,
0339666028, 298.951742, -64.816914, 10.41, 1654.377371, 1.0070898, 0.921,
0007418947, 81.061515, -46.216880, 10.22, 1411.183765, 1.0078080, 0.732,
0453431591, 147.302690, 52.100793, 11.36, 1870.567340, 1.0098978, 0.445,
0330829235, 328.991476, 43.047375, 11.89, 1712.008590, 1.0117969, 0.676,
0380784511, 8.182656, 31.752162, 11.68, 1764.908452, 1.0138363, 0.375,
0153987857, 341.288718, 42.019556, 10.53, 1739.717927, 1.0141966, 0.466,
0158579379, 222.848628, 59.151156, 8.70, 1735.768410, 1.0144775, 0.587,
0098828631, 45.724909, -15.901142, 9.60, 1411.158814, 1.0156881, 0.793,
0410276444, 298.350202, -57.012233, 10.62, 1654.463964, 1.0166611, 0.383,
0145116411, 131.943474, -50.893961, 9.70, 1517.705028, 1.0188601, 0.575,
0452786194, 68.469403, 1.671796, 8.93, 1438.246001, 1.0198892, 0.724,
0041431247, 293.937061, 30.926466, 8.24, 1683.280389, 1.0199009, 0.713,
0396486931, 25.341680, 82.073362, 8.99, 1792.241785, 1.0237881, 0.555,
0413746112, 336.619002, 58.261435, 8.34, 1738.306463, 1.0242898, 0.511,
0240764987, 340.141812, -15.789091, 10.25, 1354.194831, 1.0272832, 0.597,
0421361060, 292.813414, -43.704784, 11.58, 2037.197407, 1.0289448, 0.494,
0139378835, 38.293003, 35.912368, 10.12, 1791.550256, 1.0295240, 0.473,
0350132371, 329.090884, 68.998189, 9.26, 1764.927282, 1.0318392, 0.367,
0219882262, 261.711656, 69.908662, 9.94, 1765.409475, 1.0327260, 0.402,
0046313508, 83.104335, -14.971559, 9.17, 1469.273491, 1.0328804, 0.628,
0274762761, 301.347533, 38.230808, 13.56, 1683.582218, 1.0333694, 0.442,
0320947341, 81.102456, 54.656057, 9.62, 1817.061110, 1.0334520, 0.523,
0068032870, 219.347215, 38.078275, 10.89, 1739.526774, 1.0335323, 0.593,
0304458680, 164.967456, -59.576672, 8.74, 1570.602719, 1.0387194, 0.796,
0063941711, 36.136300, -22.190900, 14.54, 1386.628455, 1.0387453, 0.309,
0181150051, 174.067602, -38.036497, 9.59, 1571.640627, 1.0401227, 0.513,
0177175199, 105.080007, -70.890816, 10.79, 1355.309360, 1.0404134, 0.491,
0349832824, 113.647634, -64.944689, 10.27, 1325.932248, 1.0407309, 0.519,
0326815804, 359.679842, 61.160993, 9.98, 1790.795348, 1.0428095, 0.535,
0199716496, 254.391168, 59.531069, 10.64, 1684.376797, 1.0458364, 0.568,
0275575030, 293.220979, 45.843879, 11.85, 1684.125168, 1.0458790, 0.755,
0101719607, 259.901810, 40.924942, 11.33, 1984.257832, 1.0461329, 0.528,
0418295363, 197.085010, -78.446025, 6.46, 1597.143719, 1.0468808, 0.537,
0165186801, 91.762283, -46.746588, 10.95, 1438.164187, 1.0495707, 0.571,
0076658755, 229.111431, -32.998936, 9.62, 1600.548325, 1.0498694, 0.341,
0026432264, 56.670294, 32.290192, 6.58, 1791.466424, 1.0500526, 0.742,
0318937509, 112.381474, 2.848120, 14.11, 1492.563621, 1.0505729, 0.325,
0276914715, 309.476543, 54.498642, 9.75, 1712.224367, 1.0520490, 0.691,
0428942240, 58.204091, 53.483672, 7.96, 1816.999290, 1.0521955, 0.785,
0294206429, 108.042298, -59.839414, 8.06, 1438.436496, 1.0550702, 0.633,
0343661464, 341.725462, 58.084314, 8.25, 1738.816469, 1.0554091, 0.676,
0352718668, 288.461370, 22.833762, 10.63, 1684.386735, 1.0560424, 0.590,
0453097744, 113.885239, -71.481460, 11.41, 1598.209823, 1.0572138, 0.782,
0251858265, 8.949212, -33.692945, 10.00, 1354.732259, 1.0572148, 0.405,
0121595243, 69.811656, -22.283545, 15.40, 1438.999010, 1.0575909, 0.307,
0005969274, 193.501199, -18.037622, 6.89, 1570.686811, 1.0579672, 0.528,
0142080812, 118.112741, -23.717500, 8.71, 1491.687207, 1.0580716, 0.600,
0238872494, 38.719542, -77.408530, 11.09, 2036.530363, 1.0589856, 0.342,
0172421004, 98.906869, 32.576814, 7.79, 1843.475806, 1.0626485, 0.675,
0279224984, 52.040135, -1.301447, 11.69, 1411.391424, 1.0642167, 0.797,
0122070918, 289.639283, 39.774976, 11.44, 1684.025640, 1.0648122, 0.697,
0234211934, 101.666801, 1.154377, 11.44, 1468.811066, 1.0649345, 0.489,
0359987981, 223.910343, -79.805727, 8.65, 1625.578952, 1.0655783, 0.943,
0278861826, 100.658603, -56.541875, 9.87, 1544.635262, 1.0676262, 0.533,
0047762157, 280.084129, 50.814413, 13.10, 1683.245995, 1.0690084, 0.674,
0308828048, 223.104610, -48.751575, 8.53, 1599.063686, 1.0692161, 0.749,
0012824209, 33.827409, 65.481165, 14.91, 1790.855458, 1.0711624, 0.527,
0035009375, 164.774849, -3.544051, 9.50, 1545.459999, 1.0713401, 0.763,
0356701798, 254.845506, 70.576912, 10.62, 1711.887765, 1.0725533, 0.673,
0159723646, 291.278708, 45.934185, 11.45, 1684.409041, 1.0731048, 0.627,
0408351887, 144.990610, -19.328100, 11.71, 1518.264090, 1.0731803, 0.689,
0273574141, 297.923183, 43.256281, 11.08, 1683.903335, 1.0756491, 0.522,
0467574373, 48.097049, 34.992178, 8.34, 1790.648234, 1.0768276, 0.836,
0245863693, 68.680565, 15.265093, 11.19, 1439.004233, 1.0774030, 0.487,
0068032616, 219.211756, 36.573459, 11.14, 1930.572963, 1.0780698, 0.550,
0200440270, 70.896672, -42.675823, 10.11, 1411.039053, 1.0788761, 0.604,
0279323859, 104.245436, -59.161133, 11.42, 1544.899636, 1.0799812, 0.572,
0158582802, 21.858141, -49.473381, 10.10, 1354.795393, 1.0800929, 0.513,
0158582801, 21.860970, -49.470798, 10.48, 1354.794146, 1.0801048, 0.516,
0260124760, 130.944245, -45.086571, 11.33, 1517.760361, 1.0802768, 0.590,
0219699532, 192.376146, -19.896472, 8.30, 1571.469284, 1.0810901, 0.594,
0053178352, 166.176230, -2.972215, 8.53, 1544.523554, 1.0813531, 0.706,
0143350972, 82.246367, -17.429241, 7.68, 1439.758371, 1.0817620, 0.491,
0089787778, 127.820002, -59.227039, 8.09, 1517.429196, 1.0826341, 0.662,
0279918206, 285.302080, 49.263476, 12.39, 1684.348796, 1.0837379, 0.398,
0119327278, 96.797223, -37.102033, 8.08, 1468.859526, 1.0845944, 0.753,
0032551761, 20.875993, -13.924219, 7.77, 1386.059387, 1.0850104, 0.925,
0296012680, 304.206068, 50.383657, 8.52, 1684.022222, 1.0867381, 0.398,
0146522930, 76.691946, -19.965851, 11.26, 1438.138972, 1.0876046, 0.435,
0467294853, 309.193902, 61.227921, 12.67, 1956.142225, 1.0881088, 0.512,
0290044434, 91.369962, -17.458487, 9.83, 1469.472101, 1.0891498, 0.371,
0087260967, 272.768354, -47.513123, 5.08, 1657.114965, 1.0905536, 0.504,
0086396382, 97.636653, 29.672296, 11.10, 1843.006102, 1.0913529, 0.559,
0178168644, 108.150534, -10.712231, 14.00, 1492.352888, 1.0926557, 0.536,
0370960295, 145.554025, -66.914815, 6.23, 1544.937819, 1.0940821, 0.873,
0149473467, 85.270518, -61.857841, 9.30, 1325.848446, 1.0948857, 0.606,
0047380518, 162.873647, -0.989553, 14.00, 1545.457729, 1.0953775, 0.525,
0315060984, 336.631216, 36.531329, 12.15, 1738.714839, 1.0955090, 0.430,
0048372732, 149.735997, -32.113264, 8.69, 1544.491443, 1.0955633, 0.553,
0243475355, 205.917017, -42.067516, 6.08, 1600.444848, 1.0957854, 0.558,
0277565268, 311.124040, 54.101940, 9.33, 1711.591659, 1.0960589, 0.739,
0129913061, 36.515352, 39.749475, 10.15, 1792.274167, 1.0962675, 0.653,
0229476285, 295.534548, 60.482994, 12.95, 1883.003761, 1.0964623, 0.433,
0342782002, 240.588313, -62.890986, 8.22, 1625.499937, 1.0971318, 0.547,
0400445441, 134.080256, -52.723474, 4.89, 1544.853870, 1.0976885, 0.839,
0399814051, 74.022274, 10.052530, 11.34, 1438.911574, 1.1024380, 0.601,
0106309554, 158.858481, -39.742162, 9.67, 1544.478376, 1.1031609, 0.638,
0143669444, 118.496043, -45.643272, 8.87, 1491.803412, 1.1038823, 0.842,
0341550561, 120.564725, -55.540594, 6.73, 1493.729613, 1.1057183, 0.847,
0063328020, 320.060008, 51.394727, 11.55, 1711.440318, 1.1057442, 0.671,
0234284556, 335.665361, -63.057175, 11.89, 1325.563824, 1.1066197, 0.762,
0233731070, 277.443773, 62.258592, 9.15, 1711.892726, 1.1072299, 0.857,
0160603897, 245.118102, 75.311591, 13.11, 1956.588954, 1.1100952, 0.467,
0273778807, 298.207538, 42.201124, 11.61, 1683.449019, 1.1109005, 0.973,
0038586438, 64.090211, -62.012890, 11.67, 1325.336622, 1.1112853, 0.368,
0326356701, 325.596983, -21.762656, 8.34, 1325.567912, 1.1121569, 0.568,
0262173985, 78.049288, 43.443781, 7.99, 1816.208024, 1.1127725, 0.601,
0060655023, 138.077598, -11.078923, 7.70, 1517.612184, 1.1156523, 0.673,
0441608578, 117.419284, 77.427913, 10.59, 1842.871980, 1.1157777, 0.553,
0112401201, 290.983002, -30.314866, 10.41, 1657.432390, 1.1157894, 0.680,
0008677671, 137.452513, 30.426895, 10.02, 1871.454057, 1.1159766, 0.564,
0150187916, 93.714114, -62.283925, 7.80, 1599.304121, 1.1162148, 0.920,
0219865181, 258.642619, 67.380252, 11.83, 1765.710575, 1.1178055, 0.382,
0104975120, 67.934126, 50.341693, 11.44, 1817.093931, 1.1197175, 0.566,
0149160359, 81.455091, -64.989374, 9.99, 1598.974514, 1.1207351, 0.694,
0180724703, 15.829722, -37.753872, 10.41, 1355.044971, 1.1226132, 0.604,
0198410480, 259.231946, 54.812342, 9.26, 1739.384757, 1.1233451, 0.739,
0093997745, 130.567454, -48.099078, 5.70, 1518.825569, 1.1244850, 0.905,
0263930790, 276.749891, 53.062305, 10.44, 1683.400598, 1.1247811, 0.647,
0366786599, 198.095295, 2.653830, 7.92, 1930.130123, 1.1317802, 0.956,
0253715855, 282.065120, -37.180258, 10.19, 1656.089815, 1.1320096, 0.588,
0139252264, 123.663849, 35.439016, 8.61, 1843.540279, 1.1325693, 0.460,
0180730928, 129.537418, -40.081087, 7.52, 1517.724875, 1.1349354, 0.699,
0266735682, 29.207866, -21.195412, 10.37, 1386.054336, 1.1352356, 0.555,
0409319605, 109.867409, -16.395250, 5.38, 1492.151226, 1.1359601, 0.576,
0052280468, 99.866797, -33.540303, 12.31, 1469.293311, 1.1365198, 0.312,
0376971463, 341.956296, 70.815747, 9.96, 1792.579479, 1.1374875, 0.532,
0077209028, 68.994730, -38.692647, 10.32, 1412.006309, 1.1377695, 0.538,
0461318755, 2.228632, 71.766107, 13.04, 1791.054119, 1.1404707, 0.473,
0143171265, 89.999688, -34.452693, 9.10, 1468.552880, 1.1411026, 0.719,
0142929481, 52.052906, -31.823284, 9.83, 1412.636949, 1.1467361, 0.504,
0261677352, 185.917195, -56.275707, 9.90, 1571.856000, 1.1467472, 0.873,
0391906858, 175.446034, -14.792941, 9.44, 1545.197888, 1.1471897, 0.933,
0409527600, 35.483408, 47.360082, 15.72, 1791.132750, 1.1483467, 0.550,
0323442776, 70.899916, -84.811095, 8.76, 1625.971966, 1.1493927, 0.775,
0067186251, 83.353095, 38.190813, 12.24, 1816.687105, 1.1494576, 0.591,
0123405765, 32.379642, -30.972660, 9.32, 1386.009891, 1.1497091, 0.521,
0458859193, 161.284314, -59.768604, 8.88, 1569.395482, 1.1499140, 0.608,
0413024324, 127.399158, -23.543757, 13.91, 1518.028953, 1.1511769, 0.549,
0353962058, 62.365174, 46.566830, 10.35, 1817.229614, 1.1516198, 0.603,
0312111256, 140.663953, 6.238879, 9.78, 1518.322483, 1.1518696, 0.829,
0247205466, 314.089470, 24.782163, 9.04, 1712.300816, 1.1528047, 0.391,
0053993965, 331.501362, -26.884217, 11.11, 2061.525000, 1.1538562, 0.427,
0356524567, 134.342449, -65.122597, 12.15, 1545.291799, 1.1539640, 0.531,
0262614966, 116.643356, -62.877330, 10.83, 1544.624177, 1.1545645, 0.953,
0085031598, 65.345800, 62.245754, 7.35, 1816.692764, 1.1549206, 0.384,
0265489698, 321.768194, -62.653802, 8.79, 1326.457434, 1.1554696, 0.636,
0450798369, 187.080422, -63.013508, 15.64, 1598.841041, 1.1585309, 0.607,
0416264037, 289.608634, 48.884103, 13.44, 1684.142487, 1.1599620, 0.625,
0138098461, 293.296662, 41.874129, 11.16, 1684.689948, 1.1600306, 0.880,
0310994603, 203.710117, 65.255036, 7.52, 1712.317081, 1.1611667, 0.934,
0352979549, 310.826663, 72.375088, 10.84, 1765.385992, 1.1619751, 0.538,
0471013508, 342.274817, -69.567189, 12.90, 1326.254341, 1.1625863, 0.720,
0469979014, 342.274875, -69.567185, 12.25, 1326.254006, 1.1625978, 0.718,
0252096958, 15.538182, 59.928623, 9.86, 1764.710221, 1.1642311, 0.823,
0138543573, 158.981920, 63.592337, 7.67, 1870.789672, 1.1646797, 0.627,
0179238861, 158.998912, -23.166070, 10.40, 1545.227232, 1.1654195, 0.566,
0271864083, 126.072105, -26.548119, 14.21, 1518.303212, 1.1661516, 0.509,
0461660512, 124.162858, 51.348386, 12.02, 1843.218990, 1.1662118, 0.908,
0138910382, 179.903939, 27.298019, 13.32, 1901.717045, 1.1663118, 0.341,
0277373390, 283.762023, -33.990957, 9.45, 1657.168219, 1.1678694, 0.528,
0265579763, 59.448697, 49.241096, 13.46, 1816.420314, 1.1679420, 0.539,
0139061135, 182.391505, 33.943679, 9.39, 1900.414810, 1.1682788, 0.562,
0350622185, 87.540838, -56.806318, 8.94, 1326.139488, 1.1685719, 0.585,
0273583841, 297.899899, 45.466567, 11.16, 1683.787430, 1.1695390, 0.824,
0088589037, 323.329125, 25.690636, 15.57, 1714.477985, 1.1716656, 0.489,
0172431974, 299.708781, 39.331143, 10.59, 1684.419825, 1.1722583, 0.583,
0355792204, 230.311258, 20.366819, 11.98, 1956.939845, 1.1729557, 0.622,
0420448703, 5.075447, 63.735504, 12.78, 1764.606154, 1.1733724, 0.436,
0188989177, 78.778406, -15.100456, 9.14, 1438.298094, 1.1741025, 0.458,
0299443090, 26.708867, 51.313885, 9.25, 1791.434552, 1.1745860, 0.976,
0448852739, 214.023665, -69.293311, 9.36, 1599.158220, 1.1746333, 0.526,
0151516273, 87.463019, -43.364639, 7.68, 1438.795366, 1.1780815, 0.936,
0274700641, 92.074014, 53.142108, 8.28, 1817.025933, 1.1813646, 0.963,
0116163356, 267.586612, 37.749925, 11.86, 1984.353693, 1.1814961, 0.824,
0253844234, 283.197476, -39.247865, 12.10, 1656.739181, 1.1823350, 0.541,
0256640207, 327.546397, 71.443957, 9.28, 1765.708197, 1.1833653, 0.542,
0424008045, 10.167649, 41.422667, 13.51, 1765.446958, 1.1836626, 0.638,
0012790306, 343.190921, 60.916200, 6.75, 1765.500530, 1.1847291, 0.609,
0321312438, 175.345881, -60.305560, 9.64, 1570.679030, 1.1847683, 0.507,
0235718636, 255.084911, 83.421375, 10.79, 1683.797281, 1.1888538, 0.521,
0001230647, 137.346093, -15.589027, 9.08, 1517.562069, 1.1897403, 0.586,
0011286209, 84.696688, -2.594587, 6.85, 1468.138678, 1.1909336, 0.572,
0094257578, 241.414190, -30.646331, 9.90, 1627.986181, 1.1911554, 0.465,
0377307592, 286.986101, 59.397796, 11.73, 1684.593763, 1.1928601, 0.579,
0388128308, 63.727661, -70.494565, 12.02, 1599.263481, 1.1939728, 0.410,
0224308601, 233.399874, 59.345851, 11.61, 1956.916234, 1.1949629, 0.426,
0302771290, 42.231290, 69.634289, 6.08, 1792.383429, 1.1952389, 0.564,
0219423316, 79.936740, -52.038151, 7.69, 1412.067668, 1.1968783, 0.847,
0338465029, 198.812225, -67.894589, 4.88, 1598.614362, 1.1981517, 0.531,
0274509791, 254.075637, 52.698430, 7.03, 1930.203224, 1.1988499, 0.604,
0349156098, 108.183452, -64.709046, 9.78, 1597.029858, 1.2014857, 0.551,
0459293335, 162.388565, -57.031430, 9.10, 1570.533008, 1.2092164, 0.486,
0159871619, 237.621676, 53.215215, 12.15, 1929.855999, 1.2099549, 0.488,
0006400274, 283.520634, -51.515991, 9.17, 1656.304618, 1.2112320, 0.512,
0417765877, 356.561653, 75.936644, 11.79, 1816.634816, 1.2113146, 0.473,
0350443417, 85.304633, -57.441166, 8.98, 1325.491514, 1.2167214, 0.514,
0071612483, 202.294665, 31.401947, 11.50, 1931.919575, 1.2168732, 0.431,
0284364590, 290.766792, 56.134665, 10.40, 1739.640097, 1.2174657, 0.621,
0432549364, 0.362154, 39.383828, 10.22, 1765.552670, 1.2175103, 0.580,
0270698296, 293.770166, 46.236583, 11.90, 1683.886961, 1.2193384, 0.611,
0129979528, 36.712743, 37.550483, 7.88, 1791.410645, 1.2201060, 0.542,
0407515765, 2.587687, 82.171356, 11.82, 1817.007495, 1.2203942, 0.442,
0350030939, 114.765555, -60.619031, 9.57, 1411.930294, 1.2209606, 0.585,
0011119600, 303.823206, 37.528866, 11.39, 1683.732028, 1.2211942, 0.532,
0358335586, 77.254981, -54.996737, 9.33, 1411.547703, 1.2212853, 0.564,
0038023570, 94.997920, -27.500160, 15.35, 1468.799434, 1.2215651, 0.426,
0269238622, 350.052614, 62.307260, 11.96, 1765.587100, 1.2216006, 0.681,
0318217844, 142.852688, 49.467893, 10.00, 1871.843016, 1.2222939, 0.610,
0164752991, 25.842222, -21.001556, 10.79, 1386.806650, 1.2224224, 0.327,
0359308549, 201.091319, -53.999530, 7.56, 1599.243755, 1.2227943, 0.499,
0457427613, 157.397389, -57.966382, 5.25, 1570.149996, 1.2228117, 0.599,
0207528978, 206.775822, -59.421847, 8.72, 1597.760017, 1.2232834, 0.289,
0182776916, 124.442303, -36.067582, 4.67, 1517.981087, 1.2262887, 0.737,
0270507305, 98.893335, -79.715848, 11.57, 1598.696394, 1.2282336, 0.327,
0406947878, 290.298411, 47.978598, 9.39, 1683.523237, 1.2313642, 0.626,
0278076037, 324.497385, 48.487170, 7.53, 1711.565101, 1.2337008, 0.712,
0144462697, 336.348309, -44.594226, 11.83, 1325.662508, 1.2340071, 0.555,
0124642273, 104.636610, -9.442303, 14.74, 1492.993908, 1.2341048, 0.415,
0138578906, 175.759461, 60.576863, 9.10, 1683.527009, 1.2347531, 0.527,
0232063593, 339.715983, -60.652484, 9.38, 1325.727813, 1.2349865, 0.718,
0344376832, 317.627796, 57.719062, 10.47, 1711.676252, 1.2358008, 0.582,
0189414606, 22.751886, 37.795901, 10.51, 1764.825948, 1.2366986, 0.553,
0219984354, 29.660438, -53.527636, 9.25, 1354.372852, 1.2382039, 0.550,
0372759279, 175.006000, 75.155963, 10.84, 1842.794744, 1.2383845, 0.598,
0309257814, 124.269557, -63.213486, 11.66, 1571.762231, 1.2383848, 0.362,
0305386053, 327.140607, 40.976759, 11.99, 1711.732050, 1.2420120, 0.552,
0284925600, 12.005420, 60.861705, 10.68, 1765.250614, 1.2457081, 0.532,
0353650675, 288.948020, 18.211705, 10.14, 1683.658463, 1.2461864, 0.510,
0004957914, 148.712261, 34.538425, 13.60, 1871.177899, 1.2463608, 0.503,
0368180294, 78.873930, 46.405960, 8.08, 1816.976155, 1.2472230, 0.610,
0207004093, 97.415970, 8.181741, 13.10, 1469.038126, 1.2475564, 0.295,
0430263572, 242.080879, -55.046543, 10.33, 1624.698746, 1.2482139, 0.554,
0376963666, 341.586251, 67.706227, 10.08, 1765.178979, 1.2490919, 0.672,
0269829384, 308.466534, -26.342871, 11.94, 1545.265288, 1.2498031, 0.588,
0164784457, 284.807115, 46.098009, 12.00, 1684.652694, 1.2503663, 0.533,
0316660881, 335.589230, 55.394142, 12.05, 1739.844009, 1.2506842, 0.632,
0232634196, 269.438515, 56.195957, 9.92, 1683.795421, 1.2511030, 0.661,
0101497151, 149.219703, -33.853814, 11.62, 1544.926728, 1.2520502, 0.430,
0344456744, 317.757408, 55.332216, 7.83, 1712.108489, 1.2523912, 0.695,
0007851729, 275.258175, 44.645188, 10.98, 2009.803495, 1.2526446, 0.614,
0030450412, 265.117062, -44.029369, 16.35, 1628.125028, 1.2538431, 0.355,
0293081694, 175.041376, -27.263223, 9.57, 1571.575223, 1.2561019, 0.659,
0349970685, 114.484600, -60.292515, 12.91, 1517.932847, 1.2567058, 0.371,
0067707406, 225.123338, 33.672809, 10.75, 1931.117172, 1.2568011, 0.558,
0041896812, 21.443152, -39.936280, 10.76, 1354.864982, 1.2608353, 0.577,
0268305489, 298.828625, 44.489136, 10.81, 1683.702641, 1.2621621, 0.463,
0012158853, 91.556013, -3.618930, 11.63, 1469.552347, 1.2623791, 0.361,
0024194061, 238.641244, -29.150805, 9.02, 1627.807690, 1.2624534, 0.561,
0293109489, 178.238191, -27.327863, 9.24, 1571.251826, 1.2650517, 0.453,
0218795833, 124.606950, -19.662917, 14.43, 1492.911616, 1.2652253, 0.305,
0219338651, 354.510949, -59.441317, 10.88, 1325.866430, 1.2658396, 0.588,
0450276745, 168.799077, -59.416183, 8.82, 1570.782528, 1.2664780, 0.585,
0199574211, 248.589799, 57.169130, 14.50, 1930.187602, 1.2683879, 0.219,
0199574208, 248.584708, 57.162324, 10.16, 1739.929271, 1.2683892, 0.264,
0028188795, 210.805237, 28.021360, 11.76, 1930.629076, 1.2694135, 0.672,
0150390189, 96.589609, -65.152391, 8.54, 1325.926756, 1.2694631, 0.461,
0243248327, 235.876887, 59.113797, 8.39, 1739.396038, 1.2696081, 0.502,
0111267340, 30.544368, -41.465327, 11.01, 1386.576515, 1.2703727, 0.471,
0160268882, 183.049779, 77.616243, 4.86, 1684.446504, 1.2709971, 0.922,
0125497512, 105.677560, -11.453214, 8.01, 1491.692941, 1.2731167, 0.611,
0445287089, 12.663898, 58.150869, 11.58, 1764.828707, 1.2737135, 0.596,
0441602378, 115.974450, 74.687732, 9.90, 1843.766535, 1.2745998, 0.439,
0286380389, 260.740425, 29.345145, 8.55, 1987.133294, 1.2752055, 0.545,
0211116547, 280.434566, -31.672882, 12.85, 1655.693649, 1.2769701, 0.436,
0449650980, 200.649372, -60.972110, 6.22, 1598.750187, 1.2783847, 0.780,
0101845679, 304.003924, -50.137249, 8.79, 1654.689248, 1.2811036, 0.405,
0402918064, 225.492638, -72.233652, 10.61, 1624.986688, 1.2811614, 0.426,
0302995864, 136.469154, -69.575199, 8.37, 1545.331290, 1.2814346, 0.617,
0271596290, 108.508629, -74.711148, 10.26, 1599.283810, 1.2824750, 0.576,
0405391996, 128.785764, -13.758002, 10.41, 1517.502948, 1.2854909, 0.497,
0121048789, 56.199770, -21.294495, 8.78, 1412.203023, 1.2882460, 0.393,
0209313886, 337.560620, -24.704435, 8.80, 2062.167351, 1.2912873, 0.338,
0136732283, 305.847727, 32.776525, 14.75, 1683.930643, 1.2918663, 0.424,
0193831684, 270.772102, -34.208809, 13.03, 1656.272101, 1.2933235, 0.561,
0047402214, 251.469312, -49.451390, 10.18, 1628.734574, 1.2933870, 0.389,
0306578324, 119.251318, -66.597442, 9.77, 1354.734027, 1.2947789, 0.842,
0287669537, 198.656078, -47.462395, 9.64, 1599.393178, 1.2950907, 0.579,
0350987976, 283.777503, 40.841995, 9.77, 1684.826484, 1.2975694, 0.577,
0121022559, 286.845328, 37.815935, 11.09, 1683.510527, 1.2977560, 0.496,
0100099031, 24.272372, -46.945333, 13.47, 2088.394262, 1.2981369, 0.306,
0313294818, 88.628348, 51.802162, 9.06, 1816.602202, 1.2988199, 0.844,
0125115082, 256.322050, -47.847980, 10.81, 1627.747691, 1.3010635, 0.544,
0207394908, 205.007010, 22.397951, 14.35, 1930.619937, 1.3010871, 0.347,
0178242590, 59.157767, -18.237506, 11.42, 1411.159009, 1.3019741, 0.545,
0004247738, 115.328522, 31.242822, 14.54, 1842.563799, 1.3022557, 0.347,
0170255099, 298.137920, 41.334362, 11.17, 1711.681427, 1.3032304, 0.466,
0374859582, 88.688961, -60.564826, 12.43, 1571.708826, 1.3049652, 0.559,
0459252372, 219.577844, 43.848789, 11.53, 1739.214057, 1.3054555, 0.548,
0193774939, 268.303065, 43.773102, 9.86, 1984.107934, 1.3057478, 0.565,
0354437781, 89.135908, 38.151901, 11.39, 1817.769069, 1.3088850, 0.543,
