col1,TIC,period,morph,RA,DEC,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
4061,266220739,9.8668383,0.202,60.595513,49.966491,Gaia DR3 247517492101034752,60.59547564306,49.96648333551,0.0,0.0,85.0,1636148068921376768,247517492101034752,1349312395,0.0757,0.0513,1.0373,0.0986,10.5157,5.786,-5.58,0.104,-1.528,0.081,0.0672,-0.0485,-0.2439,0.2993,0.0213,0.3357,0.3569,0.2098,-0.1226,0.1798,406,0,405,1,-1.3525,379.39,0.0,0.0,31,false,1.371,,,,,,,,48,19,0.1502,52,0.03585,175.5,0,0,0.952,0,421,1995.14827,1.52452,1308.71,17.43743,0.002878,46,713.251,18.2093,39.1695,18.205437,0.027859,46,2016.03,10.9809,183.594,16.486652,0.007018,1.368,0,0,0,0,0,1.718784,0.768007,0.950777,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999986,3870.3,3852.9,3902.2,4.4154,4.4037,4.4432,-1.3586,-1.3882,-1.3072,634.0964,616.379,656.2983,0.4912,0.4618,0.5399,0.3518,0.3304,0.3874,0.1896,0.178,0.2089,PHOENIX,60.59551419923,49.96649012859,1.691259,1.277413,0.1533,0.090799
4062,232643392,9.8689258,0.166,281.614274,54.276989,Gaia DR3 2146898609032396032,281.61428696313,54.27700697728,0.0,0.0,115.0,1636148068921376768,2146898609032396032,675781223,0.116,0.1074,3.7555,0.116,32.3841,8.617,-1.957,0.139,8.392,0.137,-0.0907,-0.2986,0.0143,0.0826,0.1282,0.0288,-0.2442,-0.1016,-0.0618,0.0574,326,326,326,0,118.2032,57164.0,1.352,2139.8,31,false,1.633,,,,,,,,37,24,0.197723,40,0.02429,121.9,44,0,8.33,0,343,1918948.56449,2942.35,652.183,9.979709,0.003219,38,1200510.0,530.1,2264.68,10.140132,0.002831,38,1107450.0,487.463,2271.86,9.637088,0.003809,1.203,0,0,0,0,0,0.503044,0.160423,0.342621,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.997703,7174.2,7156.6,7196.5,4.0581,4.0388,4.0799,-0.3914,-0.4137,-0.3719,293.4237,285.4877,300.3709,0.1884,0.1814,0.1968,0.1684,0.1621,0.1761,0.0905,0.0871,0.0947,MARCS,281.61430185685,54.27696967825,2.231423,2.216776,0.0507,0.07022
4064,2372579,9.9210976,0.082,288.917046,-28.689227,Gaia DR3 6759703071308957696,288.91711892154,-28.68932509772,0.0,0.0,40.0,1636148068921376768,6759703071308957696,206756175,0.02,0.0214,6.7866,0.0243,278.9833,26.537,14.447,0.023,-22.26,0.021,0.3736,0.0424,-0.0474,-0.2568,-0.4875,-0.2255,-0.1294,0.0451,-0.1625,0.3079,170,170,170,0,1.8477,441.11,0.108,9.0629,31,false,1.526,,,,,,,,20,14,0.036357,24,0.2257,173.0,0,0,1.101,0,186,1221375.64717,837.253,1458.79,10.470243,0.002854,19,614647.0,1499.78,409.825,10.866979,0.003848,19,867052.0,1382.35,627.229,9.902783,0.004157,1.213,0,0,0,0,0,0.964195,0.396735,0.56746,62.24,10.65,1,9,3,8,63.003,49.429,0.0,885.445,60.73,5500.0,4.5,0.0,444,,,,9.688098,0.009685,4,,NOT_AVAILABLE,0.0,0.0,0.999813,5186.5,5165.6,5245.9,4.2243,4.2097,4.2679,-0.8431,-0.8913,-0.7761,142.9461,135.0649,145.8566,0.0329,0.0164,0.0771,0.0268,0.0134,0.0632,0.0145,0.0072,0.0342,MARCS,288.91704572405,-28.68922616426,0.376937,0.342422,0.3324,0.421604
4065,28224552,9.9265876,0.123,28.083357,25.455465,Gaia DR3 297348492937442816,28.08326701994,25.45539854197,0.0,0.0,43.0,1636148068921376768,297348492937442816,1759963323,0.0188,0.0189,7.0292,0.0281,249.9557,23.681,-18.081,0.028,-15.293,0.028,0.0629,0.1239,-0.3165,0.0809,-0.548,-0.2454,-0.4845,0.5054,0.5656,0.6124,160,160,159,1,-0.2605,320.85,0.085,6.8856,31,true,1.595,,,,,,,,18,11,0.051163,23,0.02052,2.997,0,0,0.983,0,167,4446501.66591,1070.7,4152.91,9.067321,0.002768,20,2568990.0,1950.08,1317.37,9.314137,0.002909,20,2743740.0,1109.77,2472.36,8.652037,0.003805,1.195,0,0,0,0,0,0.6621,0.246816,0.415284,21.43,15.71,1,9,2,8,114.77,93.131,0.0,920.913,95.3,6250.0,4.0,-0.25,444,,,,8.491547,0.010687,6,,NOT_AVAILABLE,0.0,0.0,0.998258,6493.9,6465.8,6523.0,4.1083,4.1046,4.1119,-0.6746,-0.6885,-0.6605,141.7386,141.198,142.2584,0.1928,0.18,0.2093,0.1678,0.1566,0.1823,0.0909,0.0848,0.0988,A,28.08335602196,25.45546650883,0.44935,0.455873,0.5981,0.377869
4066,252554485,9.9429873,0.61,345.099656,48.302684,Gaia DR3 1984747135297737216,345.09962888857,48.30266175475,0.0,0.0,144.0,1636148068921376768,1984747135297737216,1298752716,0.0086,0.0092,1.0649,0.0124,85.9784,6.542,-4.008,0.011,-5.171,0.012,-0.2126,0.1595,-0.3283,0.0966,0.0541,0.0637,-0.1592,-0.1325,0.0697,-0.31,499,499,494,5,0.3976,962.61,0.08,10.195,31,false,1.432,,,,,,,,56,27,0.018299,69,0.0204,100.5,0,0,1.012,1,512,1328851.76397,1662.75,799.19,10.378675,0.003072,60,531752.0,2227.84,238.685,11.024269,0.005336,60,1145590.0,4089.48,280.13,9.600326,0.005413,1.262,0,31,0,30,0,1.423944,0.645594,0.77835,-47.85,13.12,1,17,7,13,108.96,103.44,0.0,943.826,106.31,5000.0,4.5,0.25,444,30.7203,3.3706,8,9.275436,0.055028,9,,VARIABLE,0.0,0.0,0.99999,4606.0,4460.1,4669.5,2.1937,1.9993,2.2322,-0.4428,-0.4587,-0.4377,840.9526,812.0817,1037.9336,0.5091,0.3235,0.5747,0.3897,0.2463,0.4407,0.2061,0.1298,0.2333,PHOENIX,345.09965567095,48.30268473537,0.182061,0.186862,-0.3103,0.103094
4067,11491822,9.9465911,0.207,96.60765,56.285099,Gaia DR3 997809280404484480,96.60744258716,56.28519343198,0.0,0.0,145.0,1636148068921376768,997809280404484480,1312552809,0.0565,0.0749,12.4161,0.0918,135.2362,34.159,-26.232,0.062,21.881,0.075,-0.7833,0.4268,-0.1834,0.6259,-0.5831,0.108,-0.7937,0.3058,0.5274,-0.2143,299,299,291,8,1.0676,8431.8,0.402,270.44,31,true,1.679,,,,,,,,34,12,0.135769,34,0.03767,173.0,0,0,1.044,0,276,1.2020500329056E8,80239.7,1498.07,5.48756,0.002849,33,7.91177E7,85325.6,927.244,5.592858,0.003026,28,6.07256E7,82414.3,736.833,5.289466,0.004056,1.163,0,0,0,0,0,0.303391,0.105298,0.198094,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.996505,7556.7,7551.1,7587.7,3.7023,3.6923,3.7412,-0.2905,-0.3174,-0.1432,80.0738,78.1293,81.0513,0.0031,5.0E-4,0.0194,0.0029,4.0E-4,0.0177,0.0015,2.0E-4,0.0095,A,96.6076526271,56.28509618364,1.010212,1.257509,-0.2439,0.536044
4069,259589049,9.9682009,0.226,72.432557,-53.002067,Gaia DR3 4783180356001836544,72.43271971276,-53.00205525262,0.0,0.0,16.0,1636148068921376768,4783180356001836544,1684308378,0.1395,0.1533,2.355,0.1355,17.3761,18.879,18.852,0.182,-1.012,0.183,0.0608,0.0812,-0.3966,-0.0763,0.0054,-0.0469,-0.5259,0.1568,-0.0177,-0.0142,299,299,297,2,106.7257,109880.0,1.517,3117.9,95,false,,1.6357,0.0424,-0.133,-0.024,0.064,0.02,0.168,34,23,0.269786,40,0.07311,174.2,60,0,7.846,0,310,799418.03357,1978.37,404.078,10.930432,0.003849,32,484017.0,338.963,1427.94,11.12639,0.002892,33,536387.0,235.929,2273.51,10.424199,0.003809,1.276,0,0,0,0,0,0.70219,0.195957,0.506233,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999515,6229.8,6207.9,6250.0,3.9436,3.9139,3.9737,-0.648,-0.6665,-0.6274,335.1899,322.8677,348.1615,0.105,0.0928,0.1174,0.0903,0.0798,0.101,0.0489,0.0432,0.0547,PHOENIX,72.43258048202,-53.00205075366,2.969048,3.013922,-0.0076,0.355034
1,107548305,0.048979,0.949,212.817308,-30.884359,Gaia DR3 6172784245432412544,212.81734028551,-30.88438735035,0.0,0.0,142.0,1636148068921376768,6172784245432412544,1342705582,0.0442,0.0457,2.8198,0.0516,54.622,8.417,6.053,0.061,-5.848,0.049,-0.1376,-0.1119,-0.0361,-0.1671,-0.2434,-0.1529,0.3033,-0.0236,0.0198,-0.0844,175,175,175,0,-1.8429,3840.3,0.369,168.94,31,false,1.863,,,,,,,,20,13,0.085364,23,0.08928,90.2,0,0,0.9,0,180,227240.87026,450.627,504.277,12.296151,0.003497,22,185221.0,1137.14,162.884,12.169314,0.007226,22,75233.8,430.852,174.616,12.556862,0.007276,1.146,0,0,0,0,0,-0.387547,-0.126837,-0.260711,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,212.81730893869,-30.88436135815,0.977237,0.769186,-0.0692,0.14271
2,467187065,0.0641622,0.499,296.178558,54.82858,Gaia DR3 2138663782338254464,296.17857533419,54.82857369565,0.0,0.0,108.0,1636148068921376768,2138663782338254464,215612185,0.0363,0.034,0.6444,0.036,17.8966,2.659,2.227,0.05,-1.452,0.043,-0.0459,-0.1729,-0.1996,-0.0337,0.1405,-0.0683,-0.3405,-0.16,-0.0389,-0.0124,293,0,291,2,2.6396,478.7,0.232,6.1641,31,false,1.818,,,,,,,,34,22,0.070215,37,0.04526,99.73,0,0,1.111,0,293,9432.101,19.8831,474.378,15.750846,0.003582,31,7363.32,52.7642,139.551,15.670858,0.008265,34,3445.26,38.4838,89.525,15.90484,0.012703,1.146,0,2,0,1,0,-0.233982,-0.079988,-0.153995,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,296.17855814912,54.82858014793,0.813267,0.702536,-0.0074,0.042511
4,611402948,0.0933697,0.472,18.412876,22.960853,Gaia DR3 2791084432881749760,18.4128833732,22.96084274451,0.0,0.0,60.0,1636148068921376768,2791084432881749760,1712875794,0.0559,0.0482,0.4221,0.0687,6.1458,2.906,1.333,0.082,-2.583,0.058,0.2575,-0.0046,-0.2945,-0.0527,-0.1309,-0.0665,-0.5678,0.2221,0.341,0.4414,327,0,326,1,0.0303,399.62,0.175,1.6825,31,false,1.849,,,,,,,,38,16,0.123764,42,0.1116,70.12,0,0,1.0,0,315,4274.76099,18.1142,235.99,16.610086,0.005363,36,3453.93,41.255,83.7214,16.492758,0.013265,38,1404.27,45.7181,30.7158,16.87927,0.035549,1.136,0,0,0,0,0,-0.386513,-0.117329,-0.269184,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,1.0E-6,5.0E-5,19812.2,19737.2,19848.6,4.5526,4.5509,4.554,-0.994,-0.9986,-0.9859,20531.598,20396.785,20583.037,0.001,2.0E-4,0.0025,0.001,2.0E-4,0.0025,5.0E-4,1.0E-4,0.0014,OB,18.41287693943,22.96085422292,1.322637,0.96235,0.4288,0.044276
5,99641129,0.0956464,0.543,107.675213,66.928756,Gaia DR3 1102107819544067456,107.67520869873,66.92872172912,0.0,0.0,180.0,1636148068921376768,1102107819544067456,828265531,0.0143,0.0221,0.7895,0.0321,24.6252,7.718,-0.454,0.021,-7.705,0.028,-0.0048,-0.0096,-0.5261,-0.0906,-0.1755,-0.07,-0.2399,0.2015,0.1215,0.1728,787,0,784,3,1.3363,1912.0,0.212,22.582,31,false,1.842,,,,,,,,90,27,0.040259,93,0.09474,112.0,0,0,1.034,0,723,26819.39646,89.6066,299.301,14.616244,0.004555,75,21481.8,223.773,95.998,14.508368,0.011649,81,8942.68,170.311,52.508,14.869226,0.02102,1.134,0,1,0,2,0,-0.360858,-0.107876,-0.252982,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,107.6752138507,66.9287559738,0.34111,0.454326,0.1738,0.123524
6,455206965,0.0962362,0.529,125.223066,0.145417,Gaia DR3 3077510098136276480,125.22306885377,0.14540737322,0.0,0.0,119.0,1636148068921376768,3077510098136276480,477919877,0.0302,0.0237,0.6566,0.0477,13.7592,2.302,0.523,0.046,-2.242,0.032,-0.3983,-0.0542,-0.2664,0.0581,0.0158,0.0526,-0.2896,0.5455,-0.2016,-0.297,372,0,371,1,-2.1407,631.19,0.185,7.4483,31,false,1.857,,,,,,,,43,16,0.06977,46,0.03326,2.397,0,0,0.921,0,364,16273.98535,22.9809,708.152,15.158632,0.003153,42,13178.9,44.2933,297.537,15.038844,0.004594,39,5536.26,26.2922,210.567,15.389853,0.006393,1.15,0,3,0,1,0,-0.351009,-0.119788,-0.231221,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,9997.4,9988.1,9999.7,4.6085,4.4824,4.6299,-1.687,-2.003,-1.463,3207.9985,3115.1265,3705.6455,0.001,2.0E-4,0.0024,0.001,2.0E-4,0.0023,5.0E-4,1.0E-4,0.0012,PHOENIX,125.22306653052,0.1454173355,0.748794,0.526927,-0.2949,0.036147
7,175402069,0.1010169,0.516,204.700611,-2.030336,Gaia DR3 3637481302758519040,204.70058388181,-2.03038893263,0.0,0.0,104.0,1636148068921376768,3637481302758519040,92040400,0.0346,0.0218,1.6801,0.0376,44.6439,13.531,-6.145,0.054,-12.054,0.025,-0.2475,-0.098,0.229,-0.1714,-0.0028,-0.1972,-0.2595,0.1782,0.21,-0.2149,324,0,323,1,-0.3418,1697.0,0.265,51.792,31,false,1.864,,,,,,,,37,16,0.075949,45,0.0354,25.4,0,0,0.985,0,355,84765.17167,286.467,295.899,13.366823,0.004589,41,69429.4,683.523,101.576,13.234683,0.011047,41,27835.5,591.755,47.0389,13.636398,0.023389,1.147,0,0,0,3,0,-0.401715,-0.13214,-0.269575,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,5.0E-5,,,,,,,,,,,,,,,,,,,,,,,204.70061121174,-2.03033535743,0.857315,0.410935,-0.1966,0.214082
8,229676244,0.1059836,0.629,253.1829,76.85263,Gaia DR3 1704953621098535808,253.18310998896,76.85270624235,0.0,0.0,65.0,1636148068921376768,1704953621098535808,38475642,0.0183,0.0161,6.549,0.0182,360.3359,20.385,10.966,0.026,17.184,0.021,0.1562,-0.2478,0.2098,0.0799,-0.0666,0.1595,-0.2558,-0.3986,-0.0237,-0.0253,228,228,228,0,-2.6953,527.87,0.114,9.0272,31,true,1.649,,,,,,,,26,20,0.036286,30,0.0114,167.9,0,0,0.874,0,250,2.288471132326E7,8734.35,2620.08,7.288503,0.002786,29,1.44782E7,17450.6,829.667,7.436755,0.003082,26,1.24134E7,7603.17,1632.67,7.013166,0.003837,1.175,0,0,0,0,0,0.423589,0.148252,0.275337,-2.22,0.3,1,16,0,14,341.0,4.253,0.0,978.474,3.15,6750.0,3.5,0.0,555,41.5421,1.3148,15,6.915973,0.005634,16,,NOT_AVAILABLE,0.0,0.0,1.0E-6,7047.7,7044.2,7052.3,3.7612,3.7595,3.7627,-0.3761,-0.3853,-0.3698,151.4322,150.8032,151.9513,0.003,8.0E-4,0.0059,0.0027,7.0E-4,0.0053,0.0014,4.0E-4,0.0029,A,253.18289570786,76.85262986823,0.406725,0.33862,-0.036,0.323884
9,281948821,0.1121159,0.507,286.648432,28.122433,Gaia DR3 2037415700773404288,286.64838003274,28.12255656274,0.0,0.0,7.0,1636148068921376768,2037415700773404288,352653907,0.0508,0.0608,0.5278,0.0745,7.086,3.206,3.156,0.067,-0.566,0.078,0.0468,0.0074,-0.191,-0.0882,-5.0E-4,-0.0891,-0.1429,-0.0999,-0.0394,0.056,543,0,543,0,7.7107,867.52,0.406,4.503,31,false,1.462,,,,,,,,63,29,0.109461,65,0.009068,61.47,0,3,1.243,0,540,1912.92235,1.80904,1057.42,17.483124,0.00294,14,961.613,36.8845,26.0709,17.88104,0.041739,13,1685.6,23.5685,71.5195,16.681007,0.015644,1.384,0,0,0,0,0,1.200033,0.397917,0.802116,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,286.64836413001,28.12255907889,1.086583,1.262415,0.0634,0.47444
10,124604724,0.1169202,0.697,199.673095,-31.718633,Gaia DR3 6181322502977295360,199.67313076479,-31.71890946284,0.0,0.0,91.0,1636148068921376768,6181322502977295360,983121650,0.0219,0.0156,19.3234,0.0244,791.0064,63.065,7.286,0.025,-62.642,0.018,-0.0104,-0.31,-0.3078,-0.1599,-0.1012,-0.1095,-0.349,0.0184,0.2114,-0.1739,278,0,276,2,4.1722,385.3,0.08,2.3773,31,false,1.245,,,,,,,,32,17,0.035526,34,0.05888,24.17,0,0,1.183,0,287,36337.62829,211.195,172.057,14.286475,0.006886,32,5437.75,113.661,47.842,15.999994,0.022865,31,48297.5,870.292,55.4958,13.038084,0.019926,1.479,0,0,0,1,0,2.96191,1.713519,1.248391,176.8,6.09,2,8,1,7,11.015,,,924.102,,3300.0,4.5,-0.5,101,,,,12.400974,0.049957,10,,NOT_AVAILABLE,0.0,0.0,0.996487,,,,,,,,,,,,,,,,,,,,,,,199.6730926959,-31.71863103661,0.403128,0.293855,-0.1532,1.001274
11,193092806,0.1185081,0.516,156.735311,-27.382527,Gaia DR3 5468670738602933504,156.73528828731,-27.38255137319,0.0,0.0,155.0,1636148068921376768,5468670738602933504,550110976,0.0279,0.0338,1.0182,0.0354,28.7992,7.165,-4.654,0.038,-5.448,0.04,-0.2228,-0.0083,0.0278,0.3343,-0.2013,0.3144,-0.3053,0.012,0.0913,-0.0792,251,0,251,0,2.779,841.0,0.248,21.293,31,false,1.85,,,,,,,,29,16,0.059076,36,0.05759,102.5,0,0,1.126,0,304,31615.0494,118.229,267.405,14.437633,0.004907,33,25341.0,252.97,100.174,14.328983,0.011192,34,10871.1,130.352,83.3976,14.657215,0.013556,1.145,0,0,0,1,0,-0.328232,-0.108649,-0.219583,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,5.0E-5,,,,,,,,,,,,,,,,,,,,,,,156.73531158043,-27.38252716099,0.607027,0.645981,-0.11,0.113887
12,1957912171,0.1185566,0.463,316.005927,34.61008,Gaia DR3 1866437416413601280,316.00591237106,34.61007237026,0.0,0.0,163.0,1636148068921376768,1866437416413601280,582397758,0.0467,0.0578,0.1597,0.0786,2.0325,3.184,-2.652,0.065,-1.762,0.073,-0.1486,-0.0362,0.0718,-0.0809,0.059,-0.1074,-0.1918,-0.1628,-0.0203,-0.1045,465,0,463,2,0.992,523.87,0.182,0.95864,31,false,1.801,,,,,,,,56,27,0.103366,58,0.07937,89.32,0,0,1.032,0,469,2068.83045,19.5777,105.673,17.398054,0.010638,53,1593.12,42.7514,37.2646,17.332924,0.029269,54,819.566,23.2756,35.2114,17.463936,0.031066,1.166,0,2,0,2,0,-0.131012,-0.06513,-0.065882,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999998,12068.0,11788.9,12164.9,4.497,4.493,4.4993,-1.3778,-1.4743,-1.125,13167.866,13089.71,13214.721,0.0098,0.0039,0.016,0.0096,0.0038,0.0156,0.0051,0.002,0.0084,A,316.00592669319,34.61008020094,1.031478,1.18257,-0.0951,0.051315
13,264615805,0.1201045,0.6,34.508793,56.266922,Gaia DR3 456810629964685312,34.5080722297,56.26661360259,0.0,0.0,15.0,1636148068921376768,456810629964685312,1010376908,0.0133,0.0183,28.183,0.0236,1196.0162,113.909,-90.245,0.019,-69.506,0.023,0.1897,0.0106,-0.092,-0.3057,-0.0153,-0.2871,-0.3328,0.1054,0.0973,0.1009,513,513,507,6,4.9861,3453.0,0.2,75.316,95,false,,1.3595,0.0036,-0.023,-0.003,0.055,0.243,0.105,59,21,0.033852,67,0.0189,23.12,0,0,1.161,0,512,824938.38268,205.27,4018.79,10.896313,0.002769,54,258553.0,136.484,1894.38,11.807169,0.002848,55,826360.0,328.188,2517.95,9.954973,0.003804,1.315,0,0,0,0,0,1.852196,0.910856,0.941339,-6.23,0.25,1,11,6,7,71.727,-0.75439,0.647257,752.478,1.96,4000.0,3.0,0.0,333,,,,9.548416,0.006851,5,,NOT_AVAILABLE,0.0,0.0,0.998613,,,,,,,,,,,,,,,,,,,,,,,34.5087944898,56.26692251577,0.299407,0.379902,0.1262,1.819049
14,293605127,0.1207862,0.637,149.58361,-14.284925,Gaia DR3 5686762409025806592,149.58367274757,-14.28463284046,0.002,0.001,156.0,1636148068921376768,5686762409025806592,1431932719,1.1077,1.8875,,,,,,,,,-0.6159,,,,,,,,,,71,0,68,3,135.8522,46928.0,4.834,1450.1,3,false,,,,,,,,,8,7,3.990464,12,0.5872,99.83,94,33,,0,75,12135.93762,417.098,29.0962,15.477183,0.037417,8,3163.09,45.7277,69.1723,16.588263,0.015942,8,27493.4,397.436,69.1769,13.649824,0.016144,2.526,0,8,0,8,0,2.938438,1.111079,1.827359,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.739358,,,,,,,,,,,,,,,,,,,,,,,149.58367274757,-14.28463284046,1.107698,1.887539,-0.6159,1.074314
15,271164763,0.1257648,0.604,294.635885,46.066428,Gaia DR3 2080063931448749824,294.63591839353,46.06640687693,0.0,0.0,156.0,1636148068921376768,2080063931448749824,794235050,0.0278,0.0316,2.441,0.0316,77.1833,6.834,5.225,0.037,-4.405,0.042,-0.1485,0.0159,-0.1298,0.0641,0.0277,0.0482,-0.2535,0.0628,0.0941,-0.016,361,361,360,1,-2.0751,5741.1,0.37,197.27,31,false,1.851,,,,,,,,42,26,0.059158,45,0.02956,5.048,0,0,0.922,0,373,268712.93051,680.89,394.65,12.114145,0.003894,42,217543.0,1452.68,149.753,11.994679,0.007769,42,91923.9,913.901,100.584,12.339324,0.011437,1.152,0,0,0,0,0,-0.344645,-0.119466,-0.225179,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,5.0E-5,,,,,,,,,,,,,,,,,,,,,,,294.63588492334,46.06642645332,0.601914,0.683407,-0.0212,0.11287
16,1713419350,0.1296923,0.572,286.330871,30.25682,Gaia DR3 2040949943465818880,286.33085563433,30.25680094287,0.0,0.0,168.0,1636148068921376768,2040949943465818880,134428669,0.021,0.0281,0.8729,0.0308,28.3322,5.07,-2.794,0.027,-4.23,0.033,-0.1253,-0.0267,-0.0494,-0.0633,0.1009,-0.1036,-0.365,-0.1876,-0.0723,-0.0704,472,0,471,1,0.2029,490.04,0.0,0.0,31,false,1.672,,,,,,,,54,27,0.046722,59,0.05897,13.34,1,0,1.006,0,462,8119.6106,63.8894,127.089,15.913528,0.008976,55,5298.05,111.618,47.4658,16.028252,0.023044,57,4167.76,133.968,31.1101,15.698138,0.035104,1.166,1,1,1,1,0,0.330113,0.114723,0.21539,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.077098,0.0,1.22E-4,,,,,,,,,,,,,,,,,,,,,,,286.33087001289,30.25681974479,0.42993,0.53109,-0.0605,0.083605
17,396004353,0.1315314,0.502,210.481048,-75.226018,Gaia DR3 5790285036556643072,210.4807191021,-75.22607729709,0.0,0.0,10.0,1636148068921376768,5790285036556643072,149344012,0.0194,0.0223,1.7669,0.0247,71.5461,23.14,-18.914,0.022,-13.333,0.031,0.0479,-0.204,-0.3614,-0.086,-0.0543,-0.0505,-0.3977,0.1032,0.1422,-0.0159,351,0,350,1,2.6548,1356.9,0.212,34.631,31,false,1.826,,,,,,,,40,23,0.043587,47,0.00327,58.49,0,0,1.102,0,406,74211.25463,397.661,186.619,13.511192,0.006437,44,58376.9,898.395,64.979,13.42294,0.01694,43,27172.5,513.471,52.9192,13.662572,0.020862,1.153,0,3,0,2,0,-0.239632,-0.088252,-0.15138,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,210.48104874317,-75.22601804128,0.364134,0.49878,-0.0084,0.369776
18,198008281,0.1315587,0.741,60.266405,-54.406192,Gaia DR3 4779816297097214336,60.26662801058,-54.40622092355,0.0,0.0,134.0,1636148068921376768,4779816297097214336,954561117,0.032,0.032,6.8762,0.0343,200.3011,30.457,29.745,0.04,-6.548,0.042,-0.0403,0.1497,-0.0495,-0.0995,-0.0566,-0.0863,-0.0814,0.1612,-0.1236,-0.0532,364,364,361,3,25.135,4113.5,0.396,130.76,31,true,1.646,,,,,,,,41,29,0.05931,44,0.004216,114.0,0,0,2.076,0,375,1.057275855505E7,4068.84,2598.47,8.126896,0.002787,44,6636740.0,6878.93,964.792,8.283655,0.003009,42,5817300.0,4527.47,1284.89,7.836092,0.003873,1.178,0,0,0,0,0,0.447564,0.156759,0.290804,17.81,1.38,1,21,0,18,266.11,16.756,0.0,948.011,14.93,7000.0,4.0,0.0,555,92.3123,2.3599,20,7.715301,0.012536,21,,NOT_AVAILABLE,0.0,0.0,1.0E-6,7014.0,7009.9,7019.9,3.8722,3.8632,3.8781,-0.8939,-0.9143,-0.8781,148.3484,147.4383,149.6798,0.003,7.0E-4,0.0062,0.0027,7.0E-4,0.0055,0.0014,3.0E-4,0.003,MARCS,60.26640087561,-54.40619182286,0.645168,0.679708,-0.0438,0.47874
