col1,TIC,period,morph,RA,DEC,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
1743,229804573,1.4640938,0.629,329.625169,-59.012082,Gaia DR3 6410494364389396992,329.62537293411,-59.01201114854,0.0,0.0,149.0,1636148068921376768,6410494364389396992,1732927485,0.3335,0.379,19.4417,0.5186,37.4909,30.612,4.957,0.351,30.208,0.531,-0.2511,0.014,-0.6091,0.088,-0.1138,0.1208,-0.3302,0.0026,-0.0904,-0.3016,549,549,549,0,354.3521,1483600.0,4.722,43641.0,31,false,1.597,,,,,,,,62,24,0.774478,66,0.01524,139.5,0,0,23.316,0,465,7.330006057308E7,108698.0,674.347,6.024606,0.003191,51,4.25379E7,200226.0,212.45,6.266601,0.005823,60,4.37462E7,427510.0,102.328,5.645544,0.011263,1.177,24,20,31,25,0,0.621058,0.241995,0.379063,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.99885,6175.8,6171.5,6182.8,3.5987,3.5828,3.6111,-0.6849,-0.7165,-0.6586,63.3224,62.4508,64.5155,0.0023,6.0E-4,0.0056,0.0019,5.0E-4,0.0048,0.0011,2.0E-4,0.0026,A,329.62533014366,-59.0121454071,5.824782,8.628939,-0.297,0.455998
1744,299702740,1.4652035,0.616,143.752655,-50.80995,Gaia DR3 5312996698318273280,143.75201802658,-50.80975377816,0.0,0.0,29.0,1636148068921376768,5312996698318273280,1746351466,0.01,0.0104,9.0842,0.012,757.3765,100.615,-90.43,0.014,44.111,0.013,0.0532,-0.005,-0.1115,0.0873,0.0966,0.0999,-0.2429,0.112,-0.0356,0.0775,391,391,387,4,-6.391,716.4,0.084,8.605,31,true,1.495,,,,,,,,44,26,0.019233,62,0.003225,151.6,0,0,0.777,0,501,675691.75441,211.571,3193.69,11.112995,0.002776,57,319049.0,286.5,1113.61,11.5789,0.002956,57,505365.0,332.956,1517.81,10.488884,0.003846,1.22,0,0,0,0,0,1.090016,0.465905,0.624111,9.09,0.35,1,22,8,13,65.033,0.6622,0.25209,969.5,5.65,5000.0,5.0,0.75,444,9.5452,3.8235,8,10.242309,0.00999,13,,VARIABLE,0.0,0.0,0.999324,4988.7,4982.2,4997.6,4.5432,4.5411,4.5451,0.051,0.044,0.0613,109.8702,109.6973,110.1259,0.0452,0.0394,0.0529,0.036,0.0314,0.0422,0.019,0.0165,0.0222,MARCS,143.75265406648,-50.80994982623,0.218415,0.212731,0.0673,1.612021
1745,232985036,1.4656068,0.668,242.380007,67.364998,Gaia DR3 1643361384891685888,242.37995823565,67.36500046228,0.0,0.0,127.0,1636148068921376768,1643361384891685888,1605043403,0.1538,0.1457,3.9062,0.1455,26.8473,3.481,-3.439,0.198,0.541,0.204,-0.1981,0.0438,-0.1598,0.2354,-0.0825,0.2284,-0.193,-0.1245,-0.0609,-0.1419,298,298,294,4,145.094,79216.0,1.691,2406.1,31,false,1.587,,,,,,,,34,26,0.3046,38,0.01608,141.0,0,0,11.256,0,320,4750074.88669,1662.77,2856.73,8.995616,0.002781,37,2723400.0,1773.67,1535.46,9.250765,0.002878,35,2978690.0,1080.66,2756.37,8.562833,0.0038,1.2,0,0,0,0,0,0.687932,0.255149,0.432783,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.992964,6122.4,6119.0,6129.3,3.6208,3.6129,3.6295,-0.6087,-0.6116,-0.5909,236.514,234.425,238.4298,0.0021,5.0E-4,0.0061,0.0018,4.0E-4,0.0053,0.001,2.0E-4,0.0029,PHOENIX,242.37999794718,67.36499805975,3.19285,3.29795,-0.1609,0.068142
1747,266845051,1.4697047,0.958,175.570004,-57.565089,Gaia DR3 5342577649944753024,175.56966441593,-57.56506863362,0.0,0.0,48.0,1636148068921376768,5342577649944753024,1552008204,0.021,0.0206,4.5524,0.0268,169.7946,41.32,-41.037,0.027,4.823,0.026,0.2214,-0.1586,-0.0797,0.2096,0.0277,0.2556,0.1664,0.0763,0.0509,0.3564,430,430,428,2,-1.7911,2799.3,0.249,61.463,31,false,1.758,,,,,,,,50,29,0.043702,56,0.02343,110.6,0,0,0.938,1,471,2.799758646136E7,9908.65,2825.57,7.069565,0.002782,53,2.06529E7,17424.4,1185.29,7.051087,0.002937,49,1.18105E7,9061.79,1303.33,7.067221,0.00387,1.16,0,53,0,49,0,-0.016134,-0.018478,0.002344,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999863,10857.5,10829.0,10891.0,3.8935,3.8876,3.8978,-1.1305,-1.1552,-1.1003,217.7411,216.4626,219.1013,0.1101,0.1078,0.1126,0.1069,0.1047,0.1094,0.057,0.0558,0.0584,A,175.57000447455,-57.56509006823,0.437893,0.420131,0.335,0.659765
1748,63785934,1.4701245,0.554,12.071656,-28.08873,Gaia DR3 2342148475141933568,12.07196709919,-28.08866393106,0.0,0.0,77.0,1636148068921376768,2342148475141933568,278363400,0.0147,0.0119,4.2212,0.0183,230.1493,63.564,61.819,0.019,14.792,0.019,0.102,0.1015,0.2838,-0.1609,-0.0707,-0.1089,0.213,0.0283,-0.1714,0.3704,344,344,334,10,2.5043,915.69,0.111,17.99,31,true,1.594,,,,,,,,39,18,0.031074,50,0.02788,49.72,0,0,1.098,0,385,1982612.84221,931.297,2128.87,9.944272,0.002802,44,1142460.0,1553.17,735.568,10.193938,0.003157,44,1220830.0,1518.57,803.935,9.531257,0.004013,1.192,0,0,0,0,0,0.662682,0.249666,0.413015,5.9,13.36,1,24,7,16,122.99,94.308,0.0,855.776,144.1,6250.0,3.0,-0.75,111,59.3114,4.1738,12,9.36388,0.008455,15,,NOT_AVAILABLE,0.0,0.0,0.998613,6150.6,6148.8,6153.3,4.0245,4.0216,4.0273,-0.7162,-0.725,-0.7075,235.0567,233.9882,236.1191,9.0E-4,2.0E-4,0.0025,8.0E-4,1.0E-4,0.0021,4.0E-4,1.0E-4,0.0012,MARCS,12.07165566617,-28.08872967105,0.29777,0.309218,0.3905,1.016273
1749,250386181,1.4703473,0.279,30.114367,-4.985566,Gaia DR3 2491782421314919040,30.11448456567,-4.98568982831,0.0,0.0,73.0,1636148068921376768,2491782421314919040,897328322,0.0155,0.0129,5.902,0.0181,326.1648,38.378,26.419,0.02,-27.838,0.016,0.1229,0.2639,-0.0493,0.1421,-0.1305,0.1098,-0.0691,-0.0251,0.1987,0.1129,249,249,244,5,-0.6864,593.58,0.1,10.56,31,true,1.595,,,,,,,,28,16,0.027778,32,0.09551,74.96,0,0,0.967,0,264,1498684.68512,339.778,4410.77,10.248091,0.002766,28,864493.0,305.103,2833.45,10.496638,0.002816,28,919084.0,219.351,4190.01,9.839507,0.003788,1.19,0,16,0,15,0,0.657131,0.248548,0.408584,-16.92,0.67,1,10,6,8,64.285,1.7775,0.04017,910.794,4.98,6250.0,4.0,-0.5,222,,,,9.645799,0.032517,3,68.5157,NOT_AVAILABLE,0.0,0.0,0.992964,6201.2,6196.9,6209.6,4.3435,4.3411,4.3461,-0.4133,-0.4232,-0.4041,168.4299,167.9282,168.9251,0.0032,7.0E-4,0.0083,0.0028,6.0E-4,0.0071,0.0015,3.0E-4,0.0039,MARCS,30.11436670263,-4.9855661045,0.319281,0.250125,0.0998,0.613594
1750,407165509,1.4712922,0.529,235.897802,-83.800795,Gaia DR3 5768421801888640512,235.89815619151,-83.80079499144,0.0,0.0,52.0,1636148068921376768,5768421801888640512,128251274,0.028,0.0277,3.3333,0.0333,100.2288,8.22,8.219,0.035,-0.107,0.034,0.0553,-0.1476,-0.1112,-0.0714,-0.1062,-0.0344,-0.0056,-0.0159,0.2823,0.0106,380,380,370,10,33.2407,5157.0,0.355,174.91,31,true,1.532,,,,,,,,42,28,0.048716,50,0.01411,94.41,0,0,2.454,0,382,1556823.91067,1777.5,875.851,10.206768,0.003021,43,791315.0,2409.37,328.432,10.592669,0.004326,41,1092770.0,1813.61,602.541,9.651572,0.004187,1.21,0,0,0,0,0,0.941096,0.3859,0.555196,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999781,5627.5,5615.8,5648.6,3.6165,3.6145,3.6246,-0.4584,-0.4601,-0.4296,315.4919,314.5838,315.8215,0.2968,0.2894,0.3101,0.2465,0.2402,0.2576,0.1333,0.1298,0.1392,MARCS,235.89781789624,-83.80079451724,0.563599,0.55087,0.0159,0.137691
1751,371480725,1.4716278,0.539,342.872965,57.00497,Gaia DR3 2004089846943176064,342.87297984334,57.00490007385,0.0,0.0,116.0,1636148068921376768,2004089846943176064,1240147688,0.0114,0.0111,3.2199,0.014,229.7683,15.97,1.791,0.014,-15.87,0.013,-0.0414,0.1809,-0.1051,-0.0656,0.1729,-0.1096,0.0612,-0.1389,0.0939,-0.0581,418,418,414,4,-3.3742,1127.3,0.117,17.793,95,false,,1.5881,0.0031,-0.003,0.092,-0.024,-0.019,-0.026,48,27,0.019917,57,0.003043,53.38,0,0,0.883,0,357,1502514.1914,529.793,2836.04,10.24532,0.002782,41,853195.0,707.467,1205.99,10.510921,0.002932,41,938758.0,679.332,1381.88,9.816511,0.00386,1.193,0,1,0,1,0,0.69441,0.265601,0.428809,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999854,6471.8,6461.0,6482.7,3.9534,3.9506,3.9565,-0.4763,-0.4859,-0.4678,309.9559,308.5528,311.3168,0.2587,0.2532,0.2642,0.2242,0.2194,0.2291,0.1215,0.1188,0.1241,MARCS,342.87296522537,57.00497060508,0.228335,0.203871,-0.0487,0.25341
1752,85600400,1.4726271,0.603,259.208239,38.366292,Gaia DR3 1340689198387514112,259.20825460003,38.36634263006,0.0,0.0,17.0,1636148068921376768,1340689198387514112,1748831864,0.0085,0.0096,0.8139,0.0101,80.4202,11.681,2.724,0.011,11.359,0.012,0.0822,-0.0378,-0.0235,-0.0137,0.0838,-0.0429,-0.1949,-0.1069,0.0073,0.2058,437,428,436,1,0.3617,910.22,0.086,12.039,31,true,1.623,,,,,,,,50,29,0.017771,52,0.03064,15.59,0,0,1.012,0,398,278300.07718,221.019,1259.17,12.076083,0.002887,43,168741.0,387.906,435.004,12.270494,0.003744,44,159446.0,412.824,386.232,11.741364,0.00471,1.179,0,0,0,0,0,0.52913,0.19441,0.33472,-75.47,9.35,1,27,3,21,34.32,15.373,0.0,952.29,147.46,7000.0,4.0,0.0,555,79.96,38.4377,19,11.616928,0.033885,24,,VARIABLE,0.0,0.0,0.999844,7239.2,7226.5,7250.7,3.7645,3.756,3.7726,-0.4204,-0.4276,-0.4129,1157.2793,1145.5638,1169.476,0.333,0.3276,0.3381,0.2978,0.2929,0.3024,0.16,0.1574,0.1625,A,259.20823916138,38.36629214384,0.17732,0.194705,0.206,0.187512
1753,326630342,1.4734376,0.672,359.289231,63.006102,Gaia DR3 2013082134073296512,359.28918829756,63.00609842992,0.0,0.0,134.0,1636148068921376768,2013082134073296512,672191513,0.0629,0.0621,0.7302,0.0776,9.4041,3.962,-3.815,0.08,-1.07,0.089,-0.2484,0.1012,-0.0637,-0.1932,0.004,-0.2067,0.1224,-0.0471,0.1704,-0.3114,408,408,407,1,94.9363,42025.0,0.81,1024.5,31,false,1.657,,,,,,,,47,25,0.135585,54,0.1345,34.45,0,0,5.809,0,447,1609050.49336,17004.6,94.6244,10.170942,0.0118,51,1024560.0,31958.8,32.0587,10.3122,0.033982,50,911767.0,29002.0,31.4381,9.848186,0.034742,1.203,0,0,0,0,0,0.464014,0.141257,0.322757,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.020261,0.0,6.9E-5,,,,,,,,,,,,,,,,,,,,,,,359.28922565111,63.00610318423,1.288026,1.410819,-0.2934,0.070951
1754,349642881,1.4735083,0.346,111.787999,-60.796595,Gaia DR3 5292281040258310144,111.78790195368,-60.79652870836,0.0,0.0,13.0,1636148068921376768,5292281040258310144,1081483956,0.0393,0.0445,0.6439,0.0371,17.3629,9.936,-4.424,0.056,8.896,0.058,0.063,0.0281,-0.3935,-0.0517,0.1855,-0.0526,-0.622,0.2036,-0.0063,0.2015,291,0,282,9,7.7312,522.71,0.255,7.4571,31,false,1.498,,,,,,,,34,23,0.090299,41,0.0227,169.3,41,0,1.345,0,313,8882.31851,4.10059,2166.11,15.816051,0.002801,37,4785.11,25.4022,188.374,16.138813,0.006404,38,7802.29,59.1989,131.798,15.01734,0.009063,1.417,0,37,0,38,0,1.121473,0.322762,0.798712,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999961,,,,,,,,,,,,,,,,,,,,,,,111.7879422561,-60.79656824728,0.908291,0.957085,0.1968,0.293275
1755,470314334,1.474674,0.497,64.553641,52.402492,Gaia DR3 271890091475715712,64.55363655124,52.40247437096,0.0,0.0,68.0,1636148068921376768,271890091475715712,196015034,0.0305,0.0237,0.9923,0.0402,24.6802,4.151,-0.587,0.042,-4.11,0.035,0.2479,0.214,0.0923,0.2748,0.0864,0.2501,0.0731,-0.04,0.1123,0.0639,373,373,368,5,33.2969,5919.2,0.309,122.18,31,true,1.652,,,,,,,,42,21,0.058338,50,0.007071,149.8,0,0,2.462,0,416,2206681.4266,982.199,2246.67,9.828018,0.002797,44,1396610.0,1273.67,1096.53,9.975853,0.002961,44,1205290.0,736.488,1636.54,9.545167,0.003837,1.179,0,12,0,13,0,0.430686,0.147835,0.282851,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999966,,,,,,,,,,,,,,,,,,,,,,,64.55364082692,52.40249263667,0.66331,0.555039,0.0414,0.064212
1756,426803687,1.4749376,0.659,304.918229,35.786362,Gaia DR3 2057352664087465600,304.91821744397,35.78634079349,0.0,0.0,151.0,1636148068921376768,2057352664087465600,1032678007,0.0131,0.0146,0.5111,0.0178,28.7543,5.154,-2.254,0.017,-4.635,0.019,-0.1698,-0.14,-0.0814,-0.0221,0.1078,-0.0623,-0.0795,-0.0519,-0.2223,-0.1607,441,441,438,3,9.5869,2263.7,0.171,48.251,31,false,1.482,,,,,,,,51,28,0.026933,54,0.1339,13.2,0,0,1.342,0,422,647845.89527,6265.76,103.395,11.158688,0.010856,48,296169.0,9210.99,32.1539,11.659694,0.033882,48,508019.0,15611.9,32.5405,10.483194,0.033579,1.241,0,0,0,0,0,1.176499,0.501006,0.675493,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.99997,5773.9,5655.1,5814.6,2.5414,2.5098,2.5539,-0.8799,-0.8807,-0.8786,2008.2369,1981.841,2062.7483,0.9097,0.82,0.9473,0.746,0.6702,0.7775,0.4068,0.365,0.4241,MARCS,304.918229794,35.78636139136,0.267555,0.30129,-0.1553,0.08347
1757,173424364,1.4790434,0.642,347.485199,42.858577,Gaia DR3 1931631034226850304,347.48490434504,42.85810099723,0.0,0.0,173.0,1636148068921376768,1931631034226850304,1182068594,0.0084,0.0099,8.027,0.0132,608.5206,117.506,-48.535,0.009,-107.014,0.012,-0.0425,0.1756,-0.5529,0.0496,-0.051,0.0193,0.0182,-0.145,-0.0041,-0.104,557,557,548,9,-2.344,956.32,0.079,9.5747,31,false,1.576,,,,,,,,63,24,0.01676,77,0.02387,102.6,0,0,0.929,0,613,3635445.8902,390.506,9309.58,9.285973,0.002758,68,2030010.0,446.622,4545.26,9.569795,0.0028,67,2321790.0,447.463,5188.8,8.833336,0.003785,1.197,0,0,0,0,0,0.736459,0.283822,0.452637,-14.44,0.15,1,29,11,18,186.04,-1.5275,0.799963,1001.714,1.68,5750.0,3.5,-0.25,444,,,,8.647657,0.006273,15,,NOT_AVAILABLE,0.0,0.0,0.992964,5915.6,5914.6,5916.9,4.2079,4.2068,4.2089,-0.3615,-0.3659,-0.3572,124.0209,123.8256,124.2383,6.0E-4,1.0E-4,0.0015,5.0E-4,1.0E-4,0.0012,3.0E-4,0.0,7.0E-4,MARCS,347.48519861407,42.85857661584,0.14546,0.192474,-0.1045,1.881776
1758,388602832,1.4790633,0.686,0.693918,80.282266,Gaia DR3 565057240473317888,0.69519215492,80.28235426646,0.0,0.0,113.0,1636148068921376768,565057240473317888,580157852,0.0806,0.0771,6.9016,0.0852,80.9752,49.483,45.554,0.1,19.325,0.102,-0.0473,0.1477,-0.3629,-0.0058,0.0247,-0.0462,-0.1352,-0.1715,0.1652,-0.1496,353,353,352,1,72.3303,19580.0,0.985,723.93,31,false,1.611,,,,,,,,41,27,0.152177,50,0.01072,60.47,0,0,4.76,1,410,1.735721729128E7,24214.5,716.812,7.588666,0.003144,44,1.03184E7,43426.3,237.608,7.804507,0.005354,41,1.03844E7,50298.7,206.454,7.206946,0.006476,1.193,0,0,0,0,0,0.597561,0.215841,0.38172,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.992964,6399.4,6396.4,6404.0,3.7753,3.772,3.7783,-0.516,-0.5269,-0.5002,131.6535,130.9013,132.6456,0.002,4.0E-4,0.0048,0.0017,3.0E-4,0.0042,9.0E-4,2.0E-4,0.0023,MARCS,0.69399270064,80.28226837585,1.635477,1.641114,-0.1433,0.836919
1759,16740101,1.4811061,0.575,307.859806,39.938824,Gaia DR3 2064327278651198336,307.85990279704,39.93891900337,0.0,0.0,151.0,1636148068921376768,2064327278651198336,1587243385,0.0192,0.0209,4.8258,0.0248,194.9621,26.811,16.717,0.025,20.961,0.026,-0.1313,0.0803,-0.0873,-0.0324,0.0233,-0.0503,-0.169,-0.159,0.0563,-0.0863,380,380,379,1,0.8214,1966.0,0.227,39.019,31,false,1.742,,,,,,,,43,26,0.03679,48,0.03111,141.2,0,0,1.029,1,396,1.733166973613E7,6042.23,2868.42,7.590266,0.002781,44,1.25155E7,9557.71,1309.46,7.594926,0.002911,39,7555000.0,4878.44,1548.65,7.552309,0.003844,1.158,0,44,0,39,0,0.042617,0.00466,0.037957,-20.23,0.49,1,30,0,24,343.66,-0.21794,0.637823,917.929,8.07,9000.0,4.5,0.0,555,107.7013,4.0363,30,7.526966,0.005186,30,,NOT_AVAILABLE,0.0,0.0,0.997809,9951.4,9879.8,9978.8,3.9497,3.9378,3.9567,-1.2009,-1.2216,-1.1692,211.0618,209.2633,213.3349,0.1513,0.1431,0.1545,0.1455,0.1375,0.1487,0.0774,0.0731,0.0791,PHOENIX,307.85980589754,39.93882584389,0.407133,0.412133,-0.0813,0.434003
1760,336267424,1.4821917,0.384,281.661892,41.560053,Gaia DR3 2104661316529883520,281.66190048776,41.56001922511,0.0,0.0,174.0,1636148068921376768,2104661316529883520,1389248913,0.0307,0.0397,1.2267,0.0387,31.7164,7.856,1.321,0.04,-7.744,0.047,-0.0558,-0.048,-0.0445,0.0081,0.2302,-0.0287,-0.2077,-0.0697,-0.0304,0.0795,356,293,355,1,47.9897,6533.8,0.431,211.23,31,true,1.607,,,,,,,,41,26,0.066548,43,0.04886,176.1,22,0,3.282,0,361,133969.25915,60.5747,2211.64,12.869854,0.002799,42,79638.3,55.9413,1423.61,13.085737,0.002893,38,81102.6,27.9025,2906.65,12.475307,0.003798,1.2,0,0,0,0,0,0.61043,0.215883,0.394547,-0.71,3.08,2,23,3,17,16.031,,,914.844,,6500.0,4.0,-0.5,111,,,,12.31685,0.030286,20,,VARIABLE,0.0,0.0,0.999814,6858.2,6843.8,6872.4,4.2307,4.2129,4.2483,-0.3701,-0.3819,-0.358,766.5699,751.2395,781.1952,0.2544,0.2482,0.2605,0.2238,0.2183,0.2293,0.1208,0.1178,0.1238,MARCS,281.66189263943,41.56005364486,0.63676,0.765038,0.0792,0.123721
1761,456260162,1.4823328,0.549,101.350512,67.069008,Gaia DR3 1105678822855958144,101.35041118271,67.06890359879,0.0,0.0,173.0,1636148068921376768,1105678822855958144,1600211333,0.0079,0.0121,6.6763,0.0174,382.7,24.84,-8.913,0.01,-23.186,0.015,-0.1081,-0.0868,-0.4664,0.1604,-0.1463,0.13,-0.3845,0.2829,0.0913,0.0515,745,745,737,8,10.3951,2433.5,0.122,33.306,31,true,1.55,,,,,,,,84,25,0.021607,90,0.03546,151.0,0,0,1.283,0,757,1034359.08619,300.079,3446.95,10.650688,0.002773,83,549674.0,476.128,1154.47,10.98828,0.002944,83,693995.0,387.242,1792.15,10.144506,0.003828,1.202,0,0,0,0,0,0.843775,0.337592,0.506183,-0.16,0.21,1,45,3,17,126.77,0.63105,0.150563,915.098,3.68,5750.0,5.0,0.0,444,8.4213,5.0785,36,9.949645,0.006788,36,,VARIABLE,0.0,0.0,0.999146,5747.3,5741.7,5753.7,4.4431,4.4372,4.4472,0.0617,0.0563,0.0704,148.1965,147.7215,148.9474,0.1002,0.097,0.1045,0.0838,0.0811,0.0875,0.0447,0.0432,0.0467,MARCS,101.35051285813,67.06900664645,0.165828,0.245723,0.0353,0.401567
1762,50897998,1.4853749,0.621,83.38103,-1.156072,Gaia DR3 3217626018825418752,83.38102221746,-1.15607732746,0.0,0.0,117.0,1636148068921376768,3217626018825418752,769499160,0.0883,0.0745,2.2654,0.1138,19.8988,1.607,-1.088,0.108,-1.183,0.088,-0.2407,0.0613,-0.2597,0.1491,-0.2479,0.1611,-0.6484,-0.0389,0.3654,-0.2816,318,318,311,7,8.1699,36254.0,0.8,1203.3,31,false,1.844,,,,,,,,36,18,0.164212,37,0.07992,10.07,0,0,1.347,0,305,1.4161225886435E8,418180.0,338.64,5.309615,0.004227,35,1.12089E8,886857.0,126.389,5.214631,0.009032,32,5.18604E7,495967.0,104.564,5.460806,0.01105,1.158,0,0,0,0,0,-0.246175,-0.094984,-0.151192,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999999,18265.9,18200.5,18397.4,3.6312,3.6044,3.6645,0.7458,0.7008,0.7862,417.2849,395.1712,432.2987,0.1115,0.1064,0.1156,0.1126,0.1075,0.1168,0.0608,0.058,0.0631,A,83.38102705571,-1.15607207013,1.748381,1.462071,-0.2842,0.033948
1763,267805178,1.4863702,0.59,10.937835,30.938796,Gaia DR3 360391981413604992,10.93778144119,30.93874286025,0.0,0.0,70.0,1636148068921376768,360391981413604992,629411963,0.0223,0.0171,0.9968,0.0347,28.7511,15.943,-10.39,0.03,-12.092,0.019,0.2242,0.1042,-0.1995,0.041,-0.2975,0.1512,-0.3198,-0.4866,0.0707,0.3376,361,334,346,15,17.0808,2153.1,0.193,57.027,31,true,1.605,,,,,,,,42,15,0.044523,44,0.185,101.8,8,0,1.72,0,314,295552.13844,1061.98,278.303,12.010781,0.004776,37,175727.0,1639.41,107.189,12.226449,0.010506,37,177856.0,1830.54,97.1601,11.622726,0.011797,1.196,0,13,0,13,0,0.603723,0.215668,0.388055,-59.67,33.41,1,16,0,12,29.615,50.315,0.0,1004.806,377.12,6250.0,3.0,-0.25,444,63.459,54.5693,14,11.436564,0.169008,16,,VARIABLE,0.0,0.0,0.99994,7220.5,7147.0,7236.7,3.655,3.6335,3.6634,-0.4291,-0.432,-0.4236,1206.399,1195.4333,1230.191,0.4193,0.3878,0.4275,0.3713,0.343,0.3787,0.1993,0.1841,0.2033,PHOENIX,10.93783528009,30.93879660189,0.479971,0.310103,0.3182,0.252877
1764,139841210,1.4890015,0.499,325.456432,-50.169363,Gaia DR3 6561814308565586944,325.45639114186,-50.16931284686,0.0,0.0,36.0,1636148068921376768,6561814308565586944,332036800,0.0095,0.0098,5.1776,0.0145,356.6312,12.637,-5.889,0.012,11.181,0.012,0.0918,0.1704,0.2259,-0.1113,-0.0595,-0.0463,-0.1266,-0.26,-0.1152,0.064,426,426,419,7,-3.1047,869.67,0.084,10.84,95,false,,1.5458,0.0028,-0.047,0.167,0.01,0.039,-0.134,48,23,0.0175,54,0.03614,159.3,0,0,0.893,0,393,1139875.70814,2182.45,522.293,10.545223,0.003452,46,595683.0,3776.06,157.753,10.901004,0.007427,44,782437.0,3953.53,197.909,10.014273,0.006662,1.209,0,0,0,0,0,0.886731,0.355781,0.530951,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999762,5542.2,5507.9,5592.4,4.2079,4.2019,4.2156,-0.3351,-0.3698,-0.2715,191.8058,191.1797,192.4601,0.0723,0.0509,0.1023,0.0601,0.0423,0.0852,0.0323,0.0227,0.0458,MARCS,325.45643200119,-50.1693625417,0.188705,0.195823,0.0723,0.203654
1765,170729895,1.4907993,0.83,67.999128,-33.898611,Gaia DR3 4870908911312877824,67.99914562309,-33.89861753119,0.0,0.0,166.0,1636148068921376768,4870908911312877824,297245367,0.0178,0.0233,3.5161,0.0263,133.5146,3.593,3.28,0.024,-1.469,0.029,-0.1423,0.0203,0.0585,0.1116,0.0914,0.1568,-0.2424,0.2254,-0.229,-0.2434,351,351,349,2,-0.4164,1484.2,0.204,27.737,31,false,1.738,,,,,,,,40,26,0.043208,44,0.02453,157.8,0,0,0.983,1,375,1.076799132365E7,3827.63,2813.23,8.10703,0.002782,41,7775210.0,6479.62,1199.95,8.111763,0.002933,40,4709580.0,3064.19,1536.97,8.06544,0.003845,1.159,0,0,0,2,0,0.046323,0.004733,0.04159,-12.96,0.99,1,23,0,20,228.43,1.2751,0.215132,951.789,16.09,10500.0,4.5,-0.5,555,56.3742,9.4679,21,8.033381,0.006414,23,,NOT_AVAILABLE,0.0,0.0,0.999328,,,,,,,,,,,,,,,,,,,,,,,67.99912806212,-33.89861100418,0.375874,0.475022,-0.2539,0.05767
