,TIC,period,morph,RA,DEC
2048,318868368,1.8456244,0.509,41.685526,1.131924
2049,169770571,1.8461945,0.515,120.170466,-7.210245
2050,420645952,1.8465162,0.693,48.364593,74.29635
2051,139419658,1.8467987,0.968,80.260971,-21.683909
2052,148158540,1.8495522,0.544,229.7349,-40.788222
2053,22843856,1.8497231,0.305,39.006499,25.588534
2054,6518047,1.8513319,0.489,112.880153,-6.734544
2055,434437489,1.8519706,0.529,344.920035,65.211143
2056,38936062,1.8547426,0.319,10.008563,-68.249457
2057,55999432,1.8555335,0.579,69.545824,-7.437638
2058,176910080,1.8573592,0.52,183.346614,-9.481579
2059,269609504,1.8589227,0.592,350.658304,65.299562
2060,283677584,1.8592369,0.554,62.206706,10.46367
2061,22221233,1.8623447,0.686,148.984948,-24.052037
2062,14844585,1.8630983,0.585,306.40969,37.052932
2063,367448265,1.8654176,0.52,78.382438,35.653053
2064,350190639,1.8672567,0.349,355.047218,-62.407375
2065,63454475,1.8674768,0.598,292.818143,47.481182
2066,390549095,1.8695387,0.644,160.600463,-60.482548
2067,400525177,1.8716307,0.686,134.142767,-50.258696
2068,2353789,1.8717,0.425,134.278108,-28.772894
2069,301022235,1.8722211,0.566,47.48559,-44.991757
2070,259671983,1.8737817,0.496,318.25081,52.522243
2071,359618989,1.8746789,0.606,201.338721,-59.781475
2072,138893145,1.8753441,0.591,294.936379,39.852465
2073,173419202,1.8758068,0.608,347.551757,47.570622
2074,101767283,1.8759542,0.666,260.427428,40.906713
2075,147201138,1.8805348,0.557,322.953225,-45.045093
2076,431124333,1.880653,0.496,334.935954,31.212725
2077,67646988,1.8817457,0.217,147.769065,35.969296
2078,128927088,1.8822251,0.564,341.011258,40.086515
2079,128927089,1.8823806,0.565,341.010068,40.086413
2080,18225199,1.8827519,0.543,22.874046,28.060155
2081,179308939,1.8838938,0.585,79.818134,-69.655558
2082,26993764,1.8842931,0.394,356.236178,50.111038
2083,178889597,1.884499,0.515,195.1296,-38.846367
2084,244252435,1.8871288,0.409,74.377041,-3.950142
2085,78450017,1.887501,0.334,102.589034,-21.462738
2086,122375269,1.8912424,0.56,290.287115,37.936518
2087,160036449,1.8931745,0.54,336.752288,-37.188368
2088,82580956,1.8942674,0.466,169.629441,-53.713928
2089,309528896,1.8956622,0.291,184.779701,-63.164893
2090,237234024,1.8959765,0.403,297.524102,75.11707
2091,32702481,1.8977979,0.339,86.031294,-28.610542
2092,116991977,1.9008884,0.505,47.395599,48.624637
2093,356896550,1.9013188,0.746,273.119865,54.781367
2094,279089927,1.9059241,0.772,102.626262,-58.632813
2095,61724376,1.9078996,0.603,288.952617,-44.500653
2096,271799457,1.9084725,0.499,111.635223,-75.556618
2097,12673900,1.9102172,0.635,304.903477,38.58908
2098,41536849,1.9144331,0.441,301.829131,41.847889
2099,80650858,1.9158693,0.517,122.063098,-42.029843
2100,285339013,1.9163685,0.672,12.681684,64.247578
2101,410620593,1.9170458,0.565,37.127118,52.654884
2102,143234741,1.9178734,0.389,90.629707,-32.380135
2103,390996644,1.919436,0.574,287.062609,-31.348593
2104,364628248,1.9195885,0.506,310.879797,53.349574
2105,171970567,1.9213507,0.307,299.395318,41.673573
2106,287351976,1.9219583,0.555,122.68132,-72.54572
2107,300141210,1.9272489,0.666,108.547083,-66.112317
2108,455947620,1.9277589,0.231,340.000749,60.823174
2109,239022536,1.9311072,0.476,83.865234,37.90194
2110,153166843,1.9316637,0.474,89.621876,-27.822202
2111,408474216,1.9319221,0.309,310.999323,26.448393
2112,198011271,1.9335604,0.429,60.654595,-55.040967
2113,294197236,1.9345402,0.607,264.811525,-68.786124
2114,191926695,1.9350003,0.413,136.524751,-38.885718
2115,181226974,1.9353781,0.538,174.894395,-40.232755
2116,280909668,1.9379919,0.536,101.745058,-82.089648
2117,356974629,1.9385441,0.25,314.326196,44.725137
2118,356974639,1.9386036,0.248,314.320832,44.727241
2119,259006174,1.939628,0.322,290.317731,70.236133
2120,259006185,1.9396542,0.346,290.341392,70.208106
2121,54018297,1.9397502,0.56,23.899633,-11.941851
2122,234494090,1.9452414,0.266,9.812414,-63.207248
2123,289379110,1.9487604,0.531,278.315058,37.753575
2124,312230566,1.9506652,0.597,303.428779,36.486045
2125,326149070,1.9514945,0.388,350.207527,73.090298
2126,382391899,1.9550953,0.288,43.688059,-10.898063
2127,289670788,1.9557549,0.56,146.133399,-17.666869
2128,260756218,1.9563636,0.357,347.269414,-67.643391
2129,177417406,1.9575805,0.583,358.257721,47.157447
2130,307435285,1.9585345,0.54,126.112042,-70.653793
2131,307490686,1.9587305,0.456,126.111684,-70.654787
2132,231860752,1.9597412,0.513,28.867888,-63.077084
2133,165148663,1.9614239,0.59,91.575555,-44.037643
2134,417436387,1.9623359,0.575,323.480923,50.751101
2135,365366508,1.9645947,0.565,273.106782,-62.556072
2136,121457732,1.9666235,0.671,287.974388,38.842409
2137,230069712,1.9674069,0.485,243.253921,70.096048
2138,219328784,1.9681031,0.604,333.501085,-54.117089
2139,144336221,1.9711675,0.832,356.196776,-45.247143
2140,220315592,1.9711998,0.426,100.138307,10.376233
2141,78234838,1.9743377,0.306,148.794251,-1.212162
2142,436873913,1.9779044,0.297,42.521035,25.786902
2143,372758722,1.9780973,0.418,173.663443,82.63288
2144,110981024,1.9793094,0.623,291.691385,25.141208
2145,55369219,1.9795959,0.471,77.508485,-61.599716
2146,420116962,1.9831998,0.6,332.170075,45.742251
2147,158635832,1.9855808,0.323,288.087479,43.876129
2148,273792220,1.9879087,0.441,30.55039,-62.59204
2149,80659292,1.9925092,0.547,122.048574,-44.348197
2150,31796120,1.9941899,0.517,50.742532,-70.78867
2151,452734608,1.9944549,0.565,195.472628,-19.774655
2152,63006634,1.9948817,0.644,291.870453,42.328649
2153,349483495,1.9978092,0.449,110.921276,-61.144371
2154,157273362,1.9999011,0.344,198.621526,59.619624
2155,445836238,2.0007797,0.534,187.548635,63.889033
2156,219780464,2.0008691,0.307,264.05468,61.232438
2157,39074957,2.0033852,0.501,139.711033,36.802576
2158,383676981,2.0037757,0.754,279.174549,63.737127
2159,26543048,2.0051206,1.073,291.953973,50.736983
2160,185805011,2.0052089,0.458,130.699235,-31.036709
2161,115244268,2.0089279,0.383,317.642815,-40.523895
2162,175405906,2.012949,0.573,349.856553,-40.29067
2163,222173967,2.013641,0.384,250.187643,-55.426806
2164,231822771,2.0147971,0.461,86.454888,-48.039269
2165,33419790,2.0162719,0.546,87.40272,-21.239669
2166,129116176,2.017322,0.429,220.395833,-47.007996
2167,367691816,2.0201928,0.682,343.937241,56.476845
2168,239262664,2.0214744,0.368,299.928792,42.919454
2169,81038220,2.0224598,0.532,123.491451,57.265951
2170,406421379,2.0250078,0.524,308.292822,24.865379
2171,67267845,2.0253143,0.586,240.959581,-29.975936
2172,277069829,2.0260091,0.724,279.512153,-81.307339
2173,17299918,2.0280582,0.337,160.333151,38.25883
2174,58018570,2.0288129,0.436,5.593171,33.352706
2175,220430912,2.0326671,0.561,73.117684,-55.697057
2176,406336313,2.033021,0.411,197.834808,-56.614018
2177,236714379,2.0359839,0.334,239.201612,65.889008
2178,314826949,2.0377413,0.441,52.292064,-73.529973
2179,452575636,2.0422585,0.425,142.665248,-77.600972
2180,262412046,2.0433617,0.563,69.276486,1.691988
2181,273594336,2.0436414,0.855,297.929585,47.390604
2182,348762908,2.0442294,0.468,46.915137,-78.941014
2183,97467902,2.0450862,0.568,23.576529,-27.363126
2184,273874851,2.0451585,0.555,298.371277,47.813849
2185,242323067,2.0454899,0.587,212.649646,-45.009035
2186,399421408,2.0455544,0.429,163.938107,-68.226541
2187,418527327,2.0457806,0.825,206.267154,-78.925961
2188,408651399,2.048089,0.272,70.097313,31.450373
2189,408651394,2.0481308,0.281,70.095782,31.446158
2190,63280198,2.0482546,0.876,337.176324,-33.770701
2191,276315375,2.0486948,0.496,282.770468,-34.909417
2192,393819751,2.0517787,0.803,187.752335,24.567168
2193,423275733,2.0521769,0.385,140.506391,-23.946167
2194,179440289,2.0522958,0.278,80.011421,-66.615689
2195,33665328,2.0539339,0.442,30.10882,-29.778187
2196,241532550,2.0572216,0.284,206.55701,-51.037794
2197,117234769,2.0575137,0.533,319.65516,34.508551
2198,434625997,2.0583075,0.628,345.523415,62.512076
2199,364964726,2.0604317,0.441,298.221336,59.528487
2200,85711393,2.0629492,0.483,298.268581,34.849298
2201,157968186,2.0688135,0.495,218.803247,24.639262
2202,35744583,2.0689326,0.548,39.854735,-5.213705
2203,600037491,2.0714015,0.567,14.739162,27.774985
2204,4742129,2.0720163,0.375,39.786466,-10.462898
2205,147026702,2.0728219,0.456,161.654759,-43.192674
2206,287328866,2.0767992,0.4,109.764649,-58.845063
2207,399664959,2.07753,0.526,72.455347,6.159037
2208,414579577,2.0794196,0.471,337.013017,58.527268
2209,396713719,2.0818251,0.437,46.621614,75.996118
2210,424508303,2.0833359,0.527,276.941209,24.697509
2211,332488398,2.0835732,0.338,350.565176,-29.706447
2212,140691463,2.0845385,0.3,73.701221,-76.680525
2213,38699825,2.0846441,0.592,66.397545,-60.756915
2214,389726435,2.0861822,0.63,329.657326,-45.743401
2215,345710962,2.0865938,0.492,326.91518,45.125942
2216,373128383,2.0868325,0.542,0.849882,73.174497
2217,319936861,2.090676,0.578,174.550692,-63.390776
2218,438790187,2.0919391,0.361,201.774795,-48.938364
2219,160228595,2.0922296,0.459,181.712582,77.315814
2220,62761513,2.0943241,0.494,149.136971,-5.874236
2221,438790188,2.0947894,0.37,201.777237,-48.938281
2222,156758188,2.0973245,0.53,103.252701,-36.680413
2223,441732151,2.0998863,0.46,257.876722,72.135506
2224,122303843,2.1001474,0.949,290.246513,38.789942
2225,355703913,2.1061527,0.244,0.77446,-62.469338
2226,307734817,2.1080173,0.339,171.597126,28.056549
2227,303682287,2.1084547,0.764,75.762962,14.765699
2228,398221405,2.1089351,0.329,139.891042,-29.43577
2229,348517784,2.1108714,0.485,35.304013,54.510078
2230,369362290,2.1123879,0.559,53.629442,-39.412054
2231,2595273,2.1129222,0.421,80.134695,33.526112
2232,388244501,2.1187553,0.959,126.385815,-84.363485
2233,414807623,2.1191162,0.448,13.190706,14.023554
2234,271225404,2.1194569,0.345,211.107424,-31.31086
2235,48084398,2.1218069,0.554,281.873246,49.432023
2236,266996791,2.1238668,0.546,349.926514,-55.611524
2237,303909865,2.1266729,0.425,22.799963,-75.947299
2238,353863850,2.1291808,0.786,331.053596,59.867161
2239,161840630,2.1303265,0.595,241.612702,57.593702
2240,42705187,2.1303275,0.62,286.884945,30.254493
2241,24522770,2.1313403,0.596,80.247815,-6.704609
2242,98974882,2.1317486,0.46,117.524639,42.437201
2243,137501278,2.1353895,0.249,132.973053,82.773387
2244,50191648,2.1399867,0.381,40.053569,61.733044
2245,376891085,2.1417938,0.584,341.259913,68.13196
2246,376891083,2.1417938,0.585,341.26089,68.132908
2247,272539879,2.1420485,0.676,356.403122,59.905996
2248,177631209,2.1442081,0.36,236.094475,-41.819088
2249,298544913,2.1447041,0.46,267.465262,23.468685
2250,241013310,2.1448943,0.524,20.053396,48.611492
2251,144167463,2.1466378,0.899,176.97442,-9.06379
2252,62702862,2.1513033,0.908,80.302865,29.569888
2253,71298511,2.1525597,0.552,154.390714,-32.469309
2254,219187649,2.1540775,0.3,171.206071,-18.617318
2255,348555861,2.1609242,0.318,254.339317,-53.724404
2256,365962806,2.1613279,0.338,3.694082,30.279533
2257,44222598,2.1618647,0.768,345.4644,34.612538
2258,268387175,2.1639195,0.621,299.040561,46.661149
2259,347752831,2.164663,0.26,198.539274,-16.558724
2260,153709888,2.1663476,0.391,65.56654,-42.075655
2261,58229181,2.1672832,0.507,64.533261,28.434247
2262,328860378,2.167742,0.521,184.798419,29.200373
2263,184679932,2.1725511,0.476,32.293997,40.402005
2264,280321964,2.1733723,0.339,41.574403,70.718864
2265,83833793,2.1734806,0.583,217.465019,-24.724272
2266,327996089,2.1739308,0.378,1.516586,-29.628315
2267,327259175,2.1740913,0.412,24.321384,46.948757
2268,193271278,2.1742728,0.506,158.578769,-29.815384
2269,224303753,2.1772311,0.88,188.35803,52.454643
2270,158660631,2.1781296,0.434,288.020261,46.32413
2271,73386477,2.1803939,0.549,154.551001,-36.805166
2272,318067171,2.1805537,0.325,108.499559,47.987396
2273,449351034,2.1862334,0.324,191.309004,-44.485483
2274,48880872,2.1874975,0.463,100.764319,-23.102478
2275,149629043,2.1881105,0.455,87.496854,-63.060165
2276,120684604,2.189082,0.479,285.886351,39.683436
2277,166874908,2.1893105,0.571,59.659722,-31.277296
2278,180416826,2.1895269,0.27,11.544562,-76.551455
2279,317191077,2.1917865,0.565,87.148998,-13.053078
2280,278866211,2.1940517,0.238,100.807894,-55.244554
2281,106403786,2.1954573,0.497,159.528285,-39.62945
2282,215403644,2.1963465,0.558,43.102479,-41.150748
2283,167086201,2.1964144,0.824,95.794799,-67.42342
2284,101302325,2.1980121,0.564,49.136692,30.028973
2285,233720276,2.1983907,0.473,276.357739,62.940388
2286,255513991,2.1983926,0.719,240.493179,-46.903877
2287,177723489,2.1989146,0.398,107.45111,-11.074243
2288,139256217,2.1992267,0.554,347.190309,-46.1102
2289,347448707,2.1996271,0.871,133.34424,-14.666003
2290,413738130,2.2008699,0.517,336.638659,57.360997
2291,255565860,2.2059179,0.44,96.356677,-51.991083
2292,409900613,2.2063796,0.183,144.892529,-17.598582
2293,197757000,2.2065214,0.541,337.208024,53.771078
2294,397361078,2.2077215,0.759,175.332465,-43.095664
2295,388843945,2.209582,0.368,173.54146,11.023849
2296,206556127,2.2110155,0.363,333.659839,-21.698134
2297,131625230,2.2134409,0.491,147.83947,-52.888385
2298,164674992,2.2139641,0.571,284.313784,42.600925
2299,289722957,2.2183026,0.536,274.180503,53.246496
2300,147576476,2.2195336,0.578,144.543205,70.632177
2301,20176492,2.2213018,0.557,89.766058,-39.457548
2302,164677806,2.2236991,0.71,284.397563,45.128922
2303,441687696,2.2263682,0.545,212.011302,56.53
2304,153891668,2.2268301,0.576,129.606992,76.924412
2305,265353588,2.2270091,0.542,133.864535,4.834654
2306,85785338,2.2286332,0.442,63.740654,31.44559
2307,264594193,2.2289026,0.481,80.773061,1.056917
2308,232617358,2.2293293,0.415,268.264907,59.227901
2309,301909087,2.2300403,0.529,40.318807,48.938555
2310,27654882,2.231301,0.479,123.709754,12.06044
2311,425077106,2.2322162,0.577,41.243171,-17.781131
2312,259675295,2.2322261,0.648,73.710199,-52.915253
2313,260161144,2.2341666,0.458,92.785389,-58.287688
2314,230050959,2.2344936,0.447,292.079969,62.908646
2315,178284730,2.2359828,0.198,60.385624,-20.451086
2316,178284729,2.2359849,0.201,60.387716,-20.450644
2317,50189810,2.237586,0.412,40.01036,61.128994
2318,270204401,2.2381574,0.497,332.718567,-71.975791
2319,262530873,2.240628,0.49,20.494051,-44.416738
2320,174949325,2.2407828,0.293,91.060841,40.153953
2321,155813907,2.2432062,0.515,124.007568,-28.80274
2322,452544997,2.2452871,0.531,307.725001,25.651339
2323,92902951,2.2464835,0.583,174.244904,-53.209837
2324,92902907,2.2467104,0.488,174.270101,-53.225754
2325,38686737,2.2471308,0.44,57.865679,-10.614066
2326,169443390,2.247489,0.325,292.685734,-28.374177
2327,273372402,2.2488952,0.562,297.508027,46.521573
2328,253928535,2.249268,0.425,338.505176,-30.60501
2329,371165722,2.2499775,0.508,109.34857,30.306656
2330,64608449,2.2502465,0.793,107.140522,-28.613179
2331,356896561,2.2533509,0.455,273.170605,54.768584
2332,117175528,2.2541549,0.562,47.926296,52.211745
2333,276458481,2.2544606,0.416,228.456327,-37.372797
2334,132448273,2.2550488,0.273,119.625087,-40.51204
2335,458478250,2.2552934,0.329,232.146636,66.358762
2336,220082557,2.2570772,0.525,98.748124,11.284943
2337,81604794,2.2575762,0.352,123.258324,-45.522789
2338,229115650,2.2594714,0.647,18.176723,-49.193406
2339,117879940,2.261994,0.58,70.727643,-11.872305
2340,167656297,2.2656055,0.319,102.518814,-60.067216
2341,9473243,2.2669595,0.536,258.397358,30.710012
2342,168384614,2.2676988,0.633,166.489875,-27.287852
2343,232572560,2.2695484,0.679,247.981736,52.990854
2344,303255899,2.2714636,0.34,37.134674,87.555258
2345,25858367,2.2744901,0.558,276.255948,-30.756564
2346,407000096,2.2745951,0.497,290.397244,50.065089
2347,358457398,2.2756668,0.586,60.244985,-77.89752
2348,116417661,2.2776724,0.481,7.889641,-36.27369
2349,265591866,2.2807588,0.546,331.979405,-59.874911
2350,95867802,2.2816984,0.536,136.421524,-8.261036
2351,97833468,2.2836154,0.803,289.456544,-38.264017
2352,243192504,2.2871298,0.352,202.990616,-47.103966
2353,66102144,2.2927291,0.541,114.900254,-2.343729
2354,199662929,2.2935708,0.406,251.409687,54.52555
2355,157754133,2.295572,0.398,172.608702,-15.322152
2356,255319384,2.2965187,0.542,239.631702,-42.74269
2357,138505004,2.2992573,0.469,157.513311,61.811509
2358,458859364,2.2997312,0.59,161.30092,-59.750122
2359,121119758,2.302614,0.755,287.206853,40.003001
2360,10838695,2.3061233,0.527,25.252926,-6.726166
2361,468948126,2.3064104,0.517,106.875392,6.774414
2362,281494100,2.3073972,0.418,112.195527,-56.409122
2363,115980439,2.3077775,0.479,84.739528,30.434016
2364,147950620,2.3106307,0.221,167.820482,69.964708
2365,25375553,2.3109655,0.447,328.767678,-22.612581
2366,458875828,2.3110325,0.615,35.798084,60.830605
2367,198382308,2.3112289,0.426,257.408899,57.006243
2368,293151358,2.3129764,0.571,260.875127,-67.92914
2369,156091346,2.3154933,0.396,70.212691,41.43913
2370,307990280,2.3159117,0.932,129.235983,-67.744751
2371,11480287,2.3168078,0.6,303.986561,37.508491
2372,8766412,2.319333,0.909,139.990995,30.956646
2373,31850842,2.3198144,0.32,52.153545,-66.920166
2374,86385104,2.3232208,0.511,146.329247,65.741047
2375,144700903,2.3237787,0.297,85.079951,11.562801
2376,213514265,2.3277105,0.556,257.757647,-52.050881
2377,166074503,2.3288589,0.708,213.75706,61.301116
2378,241017747,2.3293971,0.544,20.169053,51.594771
2379,358018612,2.3328912,0.598,126.300168,84.014207
2380,375853985,2.3337045,0.516,336.316298,70.24276
2381,138136997,2.3343622,0.322,319.238926,47.664342
2382,271529113,2.3373656,0.537,354.584521,64.334083
2383,435936714,2.3409375,0.323,83.509353,6.336495
2384,404156386,2.3444525,0.304,294.286612,-51.566913
2385,180670276,2.3444761,0.281,200.168792,39.057833
2386,30034081,2.3446089,0.506,73.028861,-70.731244
2387,357979050,2.3466216,0.484,316.835502,52.049559
2388,324596129,2.3469244,0.603,330.115317,53.293055
2389,89522181,2.3470297,0.371,301.36537,31.971696
2390,356240274,2.3475876,0.547,267.711368,50.047195
2391,54001270,2.3490994,0.551,331.541001,-29.548431
2392,124199788,2.3521756,0.152,104.07894,-8.596253
2393,421285598,2.3581131,0.326,261.923952,-54.112742
2394,99920728,2.3585278,0.341,169.746196,64.643414
2395,284457791,2.3588246,0.397,290.932727,58.317944
2396,306410072,2.3620345,0.551,179.442643,-60.451347
2397,266958963,2.3628171,0.141,61.908467,50.590495
2398,417705690,2.3636513,0.445,348.607457,76.934276
2399,266958963,2.3639261,0.074,61.908467,50.590495
2400,319467578,2.3650004,0.302,100.226801,-52.693068
2401,385231167,2.3675168,0.547,167.072552,-15.961627
2402,270371961,2.3681891,0.378,32.463981,3.769346
2403,429044383,2.3724472,0.323,316.903694,32.585705
2404,279204281,2.3741383,0.368,25.540366,69.546241
2405,308404140,2.3758614,0.758,120.689501,-60.040954
2406,28449295,2.3779664,0.279,298.277388,48.640808
2407,219222201,2.3832589,0.531,62.278045,-48.476042
2408,144804862,2.3848496,0.688,121.954659,-31.457061
2409,199420503,2.3858567,0.524,306.967934,30.791207
2410,428784674,2.3867818,0.438,27.2456,80.366368
2411,60979860,2.3870631,0.488,140.345051,-6.672089
2412,435715608,2.3886147,0.321,297.482638,27.085181
2413,311070085,2.3897097,0.551,219.70017,60.037698
2414,268944966,2.3911612,0.615,349.112708,61.962953
2415,311188656,2.3947368,0.293,253.63832,71.703947
2416,255802749,2.3977691,0.54,14.487422,60.104161
2417,231061733,2.3982071,0.709,31.250525,-57.373414
2418,159638876,2.3988603,0.795,317.755992,-40.539303
2419,12529950,2.4004337,0.308,51.687581,-9.34213
2420,352964170,2.4004738,0.481,321.464899,39.581552
2421,363847487,2.4012395,0.304,200.439742,-42.620532
2422,273566363,2.4039943,0.478,316.125796,46.225506
2423,192587088,2.4054872,0.494,47.385534,42.877417
2424,369988687,2.406082,0.34,19.715979,-60.363769
2425,123201406,2.4064013,0.33,280.943864,42.839181
2426,234840976,2.4085455,0.585,98.002534,4.878022
2427,219201178,2.416991,0.484,92.723403,-52.896269
2428,102691227,2.4197641,0.435,155.572304,-43.214868
2429,422246362,2.4231935,0.392,193.80513,7.098184
2430,426588729,2.4258551,0.539,56.418513,6.049997
2431,196776171,2.4259113,0.472,18.348367,45.955516
2432,164558055,2.427002,0.519,283.851469,47.243692
2433,164558072,2.427493,0.526,283.866318,47.228248
2434,445921773,2.4309689,0.574,57.362519,11.144368
2435,165307617,2.4315122,0.799,299.074897,57.818262
2436,38215399,2.4335384,0.418,108.077198,36.127106
2437,87429086,2.4338594,0.54,79.612627,54.149689
2438,129764561,2.4348772,0.54,35.40205,-37.21269
2439,172517058,2.4365191,0.242,142.565109,24.554631
2440,238162238,2.4374384,0.375,106.39604,-48.84007
2441,339607421,2.4382283,0.316,46.209466,-52.55857
2442,63449090,2.4419957,0.36,292.862676,44.221024
2443,282925798,2.4440191,0.571,226.959,63.117105
2444,270622440,2.44506,0.505,358.81954,-31.884271
2445,270622446,2.4450689,0.525,358.819126,-31.921472
2446,451960523,2.4461201,0.552,173.023556,-59.622688
2447,439519959,2.4468506,0.555,143.460898,-55.918364
2448,71103363,2.4486089,0.57,91.924862,60.801737
2449,379783522,2.4500945,0.486,181.595871,-65.709458
2450,55252407,2.4504235,0.515,125.65366,-32.714751
2451,52449797,2.4511251,0.357,100.384464,-30.345266
2452,364186087,2.4523555,0.339,313.403519,72.710884
2453,451211626,2.4525335,0.277,210.313486,-34.965056
2454,443969553,2.4541385,0.84,130.918288,9.687427
2455,269078565,2.4555486,0.526,75.566937,0.890407
2456,71330078,2.4572479,0.442,114.932665,69.254749
2457,450089997,2.4617875,0.663,72.140634,8.593314
2458,2234723,2.462069,0.594,79.629802,33.164644
2459,360571125,2.4624055,0.355,263.871353,-55.763073
2460,237116051,2.4629429,0.388,269.793132,58.716513
2461,282051803,2.4636031,0.414,132.222401,-75.926716
2462,316450573,2.4688767,0.353,221.757204,63.727
2463,184246521,2.4702848,0.576,295.833992,39.952263
2464,142875987,2.4719288,0.281,51.642725,-31.061811
2465,138017750,2.4765255,0.675,50.800589,33.078384
2466,192087959,2.4768652,0.392,137.071453,-37.11487
2467,83391903,2.4772474,0.284,214.762697,-26.267975
2468,197587400,2.4776908,0.331,335.895416,53.516899
2469,327785134,2.4786897,0.503,312.517368,-75.910154
2470,420500461,2.4787678,0.855,31.807498,69.578214
2471,166624433,2.4827232,0.399,208.072955,-38.621332
2472,77158150,2.4869479,0.466,68.256436,-38.283351
2473,147214032,2.4877086,0.488,162.432761,-45.753829
2474,67982365,2.4938218,0.364,242.433703,-28.963182
2475,150361911,2.4938523,0.461,96.475286,-64.561018
2476,146344020,2.493918,0.266,74.345967,-20.961113
2477,396573191,2.4941662,0.553,39.626096,44.131647
2478,125857387,2.494762,0.68,256.760919,-47.003165
2479,240947891,2.4947746,0.544,18.571968,48.990454
2480,357358259,2.4961588,0.523,209.039658,25.91871
2481,158988347,2.496258,0.392,289.231584,45.164353
2482,22120766,2.496703,0.683,148.488174,-24.146959
2483,410154584,2.4969908,0.313,352.969576,-71.553455
2484,169168102,2.4996012,0.454,127.121472,-2.517173
2485,278296621,2.500483,0.489,112.988254,-81.995487
2486,194303300,2.5019697,0.348,2.232508,36.766441
2487,49003142,2.502933,0.455,164.129796,-34.563931
2488,32959497,2.5034399,0.524,252.934454,-30.976565
2489,305633328,2.5034441,0.622,315.599478,60.07829
2490,177118177,2.5041961,0.648,104.296999,-66.025585
2491,207200487,2.5043927,0.686,47.620212,-57.359202
2492,233193944,2.5055407,0.358,264.175439,68.383041
2493,229910746,2.5063335,0.412,287.349494,61.837795
2494,366972961,2.5127197,0.455,338.130769,76.769143
2495,161988269,2.513944,0.592,262.303855,-31.534285
2496,189349514,2.5142319,0.578,142.328851,-29.628162
2497,309828087,2.5149574,0.41,225.193466,53.214759
2498,341983711,2.5152406,0.401,332.804619,52.626509
2499,52276229,2.5155553,0.243,99.618526,-33.438826
2500,197931263,2.5185892,0.497,59.143949,-54.230584
2501,352077081,2.5210242,0.545,357.082681,34.809492
2502,377278259,2.5221183,0.326,343.163099,67.178369
2503,172171873,2.525087,0.502,98.113269,32.454898
2504,306723230,2.5257948,0.519,265.925234,-65.192227
2505,264540478,2.5263921,0.805,81.709288,3.095672
2506,138650903,2.5274296,0.317,178.567637,65.219291
2507,277473207,2.5285319,0.483,292.883622,15.558076
2508,428767557,2.5287279,0.459,57.172244,48.806744
2509,116161302,2.5320807,0.572,267.471084,37.144384
2510,376915487,2.5395591,0.55,153.553476,-62.528709
2511,148781497,2.5399053,0.487,218.977053,46.593545
2512,239673325,2.5408989,0.524,64.8767,34.38348
2513,259470701,2.5430268,0.54,70.06078,-48.297966
2514,306272819,2.5461439,0.445,264.740756,-61.473732
2515,16596302,2.546673,0.871,105.863196,40.204468
2516,441387582,2.5479524,0.369,310.040977,-32.994083
2517,276162169,2.5500664,0.514,303.357464,32.924186
2518,432168104,2.5528847,0.372,153.523892,-20.156113
2519,120414806,2.553051,0.522,0.125082,-39.624762
2520,378395625,2.560754,0.753,302.299068,33.919944
2521,402918060,2.5622873,0.365,225.558992,-72.234177
2522,23328912,2.5640164,0.52,167.447057,-35.404318
2523,49418981,2.5677451,0.512,173.588967,-5.5271
2524,58108085,2.572415,0.512,64.046186,29.120925
2525,104909909,2.5737914,0.472,300.60635,35.669852
2526,279605117,2.5779104,0.578,346.673718,70.749634
2527,276119305,2.5784859,0.6,328.964784,57.545634
2528,273782052,2.5790678,0.958,298.115602,42.978767
2529,275367529,2.5798079,0.398,12.332709,73.273624
2530,157751050,2.5798993,0.31,104.942224,15.532873
2531,423524230,2.5814001,0.3,169.186821,-19.896472
2532,71847068,2.587426,0.363,26.074812,57.536724
2533,19271382,2.5883459,0.381,139.178912,-35.224444
2534,396134795,2.5885417,0.51,357.098326,36.311188
2535,215336287,2.5922851,0.538,42.789193,-38.081321
2536,288882010,2.5924356,0.513,276.604981,41.337376
2537,150443185,2.5936476,0.52,97.867881,-63.535376
2538,410354930,2.5994436,0.554,55.960061,-84.000796
2539,260003467,2.6044827,0.246,91.082878,-57.302636
2540,458847254,2.6060503,0.492,35.442441,63.576306
2541,37817410,2.6061393,0.536,65.418044,-6.019223
2542,401869914,2.6082825,0.556,51.768242,-45.882382
2543,456307422,2.6121503,0.444,133.855454,53.758996
2544,74627376,2.6136637,0.592,137.926459,-46.886114
2545,356473029,2.6153632,0.309,117.031173,50.217572
2546,350738423,2.6160305,0.649,291.241912,50.933426
2547,279692257,2.6168348,0.419,239.83997,-37.19812
2548,468162834,2.617318,0.64,170.472509,-65.462851
2549,268383780,2.618377,0.487,299.05682,47.909345
2550,399864405,2.6188571,0.597,287.092923,53.626992
2551,357719182,2.6225919,0.44,277.01082,44.686127
2552,39011225,2.628162,0.36,118.166847,39.538307
2553,31511621,2.629486,0.633,89.157615,-67.606904
2554,139701741,2.6303776,0.549,66.396747,-18.800558
2555,63916460,2.6305989,0.442,320.78459,48.518926
2556,440003271,2.6394345,0.406,2.51334,46.390308
2557,167570131,2.6395686,0.81,101.23067,-62.58638
