,TIC,period,morph,RA,DEC
994,346073081,0.6958249,0.751,357.07794,57.619318
995,126336928,0.6980385,0.656,315.607945,27.807344
996,139148071,0.7007948,0.615,344.633138,-42.288012
997,32000625,0.7017512,0.535,55.98796,-71.479049
998,381857817,0.7024238,0.545,322.474381,-56.334407
999,77468221,0.7025997,0.369,238.979099,-28.456894
1000,105992935,0.7061056,0.306,157.451533,-40.10083
1001,352951628,0.707084,0.633,313.923491,62.743176
1002,169814134,0.7078464,0.827,297.640082,40.236085
1003,12631605,0.7088063,0.539,53.116211,-6.972201
1004,126602778,0.7121198,0.644,314.508758,-46.066771
1005,298700310,0.7130761,0.735,143.010198,-50.979446
1006,1129452,0.7140171,0.988,37.165305,-9.595953
1007,99646802,0.7155582,0.751,321.235772,-21.652509
1008,156414921,0.7158579,0.779,71.137467,39.87548
1009,15613315,0.7166323,0.65,16.301702,27.767541
1010,67813700,0.7173662,0.562,227.430436,34.785706
1011,161563111,0.7177675,0.701,309.333868,35.436192
1012,55339898,0.7196603,0.548,96.674173,64.090893
1013,167005326,0.7204063,0.689,94.993563,-69.967719
1014,122285268,0.7208626,0.644,227.325504,-38.9386
1015,129888462,0.7224241,0.595,56.054311,-41.279682
1016,279156705,0.7228749,0.885,103.11205,-55.410901
1017,144149848,0.7233873,0.338,60.743444,-44.392173
1018,210116141,0.724345,0.534,307.046456,23.36262
1019,141525324,0.724898,0.441,102.246733,79.952319
1020,143318403,0.7252496,0.538,124.978667,-23.219794
1021,356192212,0.7273306,0.803,259.175004,21.384957
1022,220521199,0.7288498,0.645,42.004698,-62.964119
1023,405034090,0.7295017,0.933,113.250025,-13.827361
1024,128344724,0.7299716,0.781,338.4747,36.799949
1025,394179296,0.7309274,0.648,289.774789,38.366792
1026,37601240,0.7313791,0.623,93.155215,-25.268735
1027,122712115,0.7314944,0.984,291.071407,40.916985
1028,322078735,0.7316135,0.653,175.605616,-62.477076
1029,61386324,0.7318433,0.847,24.211634,33.659918
1030,229538190,0.7325984,0.936,221.792375,76.04226
1031,164646288,0.7337361,0.657,283.909747,42.131011
1032,307216760,0.7340051,0.847,124.751279,-69.061402
1033,332064670,0.7363201,0.488,133.149214,28.330821
1034,452172479,0.738522,0.685,173.809114,-55.901744
1035,352954787,0.7385986,0.733,314.039246,65.175363
1036,325412896,0.7386687,0.609,346.33336,-78.564951
1037,185059488,0.7397428,0.533,301.048252,44.603007
1038,423387084,0.7408448,0.684,29.026252,-0.738942
1039,278895603,0.7409491,0.757,101.077951,-55.45361
1040,53896096,0.7410489,0.691,328.238815,-24.79797
1041,428003183,0.7425756,0.643,349.220798,44.488448
1042,275119073,0.7430297,0.619,323.205857,40.609321
1043,152825521,0.743132,0.583,344.569628,-41.826179
1044,25195864,0.7435968,0.725,63.753564,-69.536674
1045,79328890,0.7440359,0.673,319.530855,-51.785769
1046,309402205,0.7444099,0.709,124.813278,-65.187511
1047,424461577,0.7448233,0.654,279.734272,60.398177
1048,299156852,0.7450968,0.752,289.158538,48.097171
1049,156169159,0.7452159,0.629,173.320768,78.323844
1050,77703308,0.7462729,0.526,76.516213,-35.153125
1051,184176428,0.7468293,0.603,126.745442,-39.032096
1052,222945452,0.7482019,0.595,245.890483,-44.117953
1053,298541138,0.7490567,0.644,261.747176,24.696557
1054,281498280,0.7506328,0.427,6.358853,-55.478282
1055,273571987,0.7514777,0.327,357.416562,-75.335629
1056,428186617,0.7516098,0.609,336.4269,57.698729
1057,410359089,0.752322,0.892,150.654343,-20.424025
1058,200363295,0.7531866,0.525,77.067493,-44.817752
1059,211412634,0.7535755,0.845,321.916827,-31.795586
1060,184739277,0.7536607,0.604,33.325641,37.017058
1061,219310882,0.7542206,0.437,171.633122,-21.457517
1062,200792606,0.7545101,0.502,53.740581,39.555182
1063,115443990,0.7553465,0.627,6.728751,-39.881984
1064,312907176,0.7579494,0.622,182.915554,-68.82507
1065,288312840,0.7592418,0.733,262.663855,78.931211
1066,219403686,0.7602518,0.435,78.410142,-49.354097
1067,278075650,0.7603524,0.68,324.46406,48.403525
1068,469460566,0.7612417,0.587,307.888008,59.174865
1069,63623869,0.7631187,0.552,32.685707,34.937959
1070,14091704,0.7650591,0.429,77.32346,-36.590966
1071,394099697,0.7652936,0.49,198.522697,-76.720422
1072,167123437,0.767151,0.518,96.375959,-65.954675
1073,166606391,0.7673139,0.372,313.358046,-49.382899
1074,160081043,0.7687018,0.652,352.053172,-39.923251
1075,456263109,0.771336,0.642,101.870033,69.629104
1076,29914747,0.7713663,0.622,166.234222,-36.55513
1077,92234970,0.7719217,0.638,49.050183,-22.091894
1078,453059861,0.7720541,0.606,145.863585,2.627533
1079,14842303,0.7725964,0.674,306.377636,37.42998
1080,158794976,0.7728167,0.705,288.718357,42.502284
1081,258351350,0.7729454,0.619,296.510583,69.919167
1082,470444880,0.7732767,0.56,66.065571,52.169621
1083,219739347,0.7735263,0.487,241.839229,61.920085
1084,365089053,0.7755622,0.689,202.446185,1.095348
1085,300972613,0.7761167,0.479,10.771111,-47.304695
1086,141126559,0.7766603,0.717,80.556113,-71.938521
1087,137408962,0.7770084,0.518,291.992978,41.884126
1088,299032481,0.7770872,0.749,288.577334,48.129524
1089,140212820,0.7776763,0.499,84.968301,-30.765763
1090,228760807,0.7779784,0.511,194.10141,-27.390583
1091,11002748,0.778715,0.669,56.204139,-3.078622
1092,198037741,0.7799848,0.659,61.653707,-56.575279
1093,28498786,0.7817808,0.598,67.858794,44.401204
1094,440796977,0.7820745,0.528,109.258529,14.78018
1095,198076334,0.7826006,0.545,63.650391,-59.089678
1096,220402290,0.7852364,0.637,69.579459,-57.203838
1097,220402294,0.7852427,0.641,69.55982,-57.192158
1098,163965682,0.7858484,0.775,321.251488,33.687483
1099,271158877,0.7862557,0.652,294.526538,43.396456
1100,280055342,0.7865936,0.628,237.237214,-36.655635
1101,193627658,0.7871829,0.633,266.562678,45.392166
1102,273865522,0.788603,0.917,298.206518,44.664632
1103,35516889,0.7888385,0.515,148.416985,-45.659182
1104,120576722,0.7891762,0.62,285.519635,41.550095
1106,308451526,0.7896583,0.596,120.733318,-64.073588
1107,375160191,0.790414,0.526,294.020078,20.929883
1108,266770712,0.7904541,0.653,30.050172,-18.207826
1109,253657883,0.7905225,0.495,281.478259,-39.419592
1110,233080133,0.7916603,0.726,271.562378,65.706811
1111,54957535,0.7928444,0.656,130.985253,-11.557658
1112,470283916,0.7934618,0.517,64.520753,47.997109
1113,280278364,0.7938791,0.477,144.100672,-51.667211
1114,362187226,0.7939721,0.592,294.804927,22.12555
1115,356820646,0.7943807,0.636,269.524587,73.123795
1116,260370473,0.7950522,0.753,95.234444,-54.520118
1117,260370454,0.7951027,0.697,95.250848,-54.549127
1118,165371937,0.7956265,0.603,200.987579,43.598733
1119,382312052,0.7972678,0.475,288.061917,-67.376006
1120,44147832,0.7980902,0.499,345.066671,34.30795
1121,249943198,0.798693,0.814,38.798466,49.860337
1122,457173024,0.7989162,0.643,57.674755,1.563949
1123,160159932,0.7991886,0.798,222.38182,-40.107912
1124,97402522,0.8007241,0.412,332.517814,-32.218502
1125,147131974,0.8016887,0.593,322.075465,-44.154831
1126,207496824,0.8027002,0.764,246.954583,58.839793
1127,152926069,0.8032433,0.7,338.416246,-38.901983
1128,399729481,0.803801,0.741,73.316358,6.154876
1129,343553606,0.8050707,0.787,341.502813,57.780505
1130,240873079,0.8056326,0.799,17.013596,49.098516
1131,170937974,0.8061295,0.683,298.560719,37.663151
1132,365787759,0.8073952,0.585,324.21822,52.010543
1133,99931724,0.8079015,0.435,108.921236,-22.550304
1134,159386347,0.8079928,0.859,290.346443,44.817489
1135,316918055,0.8084718,0.426,74.609679,-14.550422
1136,201291281,0.8103627,0.671,2.69732,-57.48678
1137,33864821,0.810465,0.495,65.649405,-72.109354
1138,36734222,0.8134735,0.439,154.908371,-9.806279
1139,388203226,0.8139276,0.579,100.302396,-80.206865
1140,239187696,0.8143008,0.46,113.656031,31.869495
1141,159636127,0.8146941,0.631,221.014822,61.098269
1142,177315555,0.8152513,0.518,357.703346,44.024277
1143,393894013,0.8158802,0.606,198.389002,47.797736
1144,161687316,0.8164077,0.643,235.988767,58.012441
1145,161687311,0.8166028,0.652,235.948475,58.024242
1146,264594607,0.8168185,0.756,80.758159,0.43907
1147,18271803,0.8180907,0.594,264.903364,32.94632
1148,394131772,0.8190913,0.435,292.24522,54.497242
1149,310897084,0.8191055,0.541,80.000587,69.683133
1150,229771234,0.8209585,0.722,282.267748,68.156951
1151,248410138,0.8219642,0.663,76.998711,-5.843802
1152,25078120,0.8232098,0.952,60.167845,-69.289827
1153,279181220,0.8232815,0.631,51.096865,-0.704147
1154,381167995,0.8242596,0.668,51.064536,1.356659
1155,185060842,0.8248662,0.502,300.99489,45.078847
1156,316333039,0.8252373,0.855,188.228504,54.795248
1157,124712813,0.825658,0.381,104.767514,-11.725258
1158,124712820,0.8256717,0.325,104.764641,-11.72746
1159,158726046,0.8269418,0.913,288.409763,43.707134
1160,291651765,0.8274292,0.562,221.17479,-64.302114
1161,101070833,0.8276644,0.7,57.294158,-42.615301
1162,126325291,0.8293766,0.53,135.481046,26.689652
1163,267239205,0.8303664,0.608,236.200134,-48.073597
1164,12494582,0.8309453,0.648,304.539403,38.307759
1165,274348764,0.8320495,0.828,300.516395,39.765652
1166,237290473,0.8324161,0.526,300.846649,73.529393
1167,29697290,0.8352303,0.645,133.342956,-44.333117
1168,51912829,0.8354048,0.503,14.298384,-67.49626
1169,307379977,0.8362568,0.612,98.829088,13.418849
1170,60479151,0.8378759,0.528,96.314432,-21.780112
1171,14614418,0.8379827,0.519,173.957405,-29.156043
1172,337370789,0.8380236,0.561,197.28506,-67.688161
1173,154511165,0.8403778,0.598,187.102913,74.23539
1174,273373040,0.8431663,0.547,297.54964,46.782793
1175,142258314,0.8441977,0.696,131.495034,53.03604
1176,98777963,0.8447669,0.861,44.99043,-16.455666
1177,140084919,0.8450043,1.011,126.534584,-48.909116
1178,92776364,0.8462567,0.683,303.026582,34.64262
1179,235982927,0.847279,0.583,300.675586,79.450751
1180,300443831,0.8474457,0.883,111.754678,-69.515345
1181,309598681,0.8485798,0.504,223.401583,-23.834435
1182,385105755,0.8494102,0.579,50.918329,46.576623
1183,200282468,0.8520161,0.918,72.239445,-47.134518
1184,376606423,0.8545939,0.5,189.723591,31.949951
1185,63315565,0.8553523,0.604,319.919875,53.058106
1186,275537496,0.8562521,0.644,304.798584,44.263056
1187,314459000,0.8578359,0.852,319.121306,55.386173
1188,365570620,0.8583147,0.527,81.294792,7.951694
1189,219967673,0.8586386,0.827,306.037755,-54.543082
1190,412941718,0.858977,0.481,204.642561,-55.309732
1191,121714982,0.8601619,0.89,73.25161,-18.10828
1192,289370888,0.8607976,0.703,278.068073,41.846179
1193,323255579,0.8611959,0.524,206.573453,-61.590442
1194,219373406,0.8618965,0.601,76.235487,-53.140587
1195,188630094,0.8627317,0.621,350.585775,-15.939025
1196,73201833,0.8649434,0.594,153.937915,-36.983699
1197,141148944,0.8652485,0.57,178.797199,46.469806
1198,234491752,0.8658398,0.604,9.305836,-63.820134
1199,7854182,0.866021,0.615,275.548647,47.568878
1200,155915231,0.8668953,0.717,221.388977,51.179052
1201,267651492,0.8669407,0.933,9.496021,32.21328
1202,4971740,0.8677957,0.36,148.865778,35.002483
1203,199688409,0.8682633,0.627,253.05145,57.725469
1204,371108287,0.8686293,0.429,146.14496,-67.940349
1205,210636260,0.8688272,0.803,212.761585,-55.447696
1206,181043970,0.8709147,0.579,12.944161,-71.998035
1207,123311124,0.8715843,0.751,281.391566,46.473619
1208,197886566,0.8721425,0.496,57.310507,-58.441136
1209,394657952,0.8723736,0.594,158.680797,-77.969731
1210,31054255,0.873872,0.295,80.575714,-25.119776
1211,456517808,0.8765077,0.909,281.923128,-50.837033
1212,158393140,0.8768263,0.62,287.153121,45.983859
1213,34236395,0.8793064,0.526,61.407255,-10.212483
1214,135443051,0.8793067,0.584,271.45717,21.445902
1215,357512000,0.8797054,0.697,186.726003,-78.654714
1216,387586260,0.880467,0.813,44.412581,7.178745
1217,399423563,0.8841726,0.685,163.933668,-68.790886
1218,362259855,0.8847618,0.672,286.447109,74.090513
1219,268297677,0.8851284,0.644,298.854048,43.434956
1220,258837989,0.8870531,0.659,197.798712,-47.289418
1221,224283342,0.8874258,0.55,356.356964,-40.337483
1222,229889119,0.8875197,0.75,198.849573,-24.17964
1223,258519658,0.8877353,0.388,196.599258,-45.875912
1224,1190662,0.8879691,0.281,136.039996,-16.493528
1225,120566395,0.8884682,0.394,3.844928,-39.528705
1226,325564366,0.8886966,0.509,86.039096,-85.171859
1227,255921197,0.8892865,0.542,307.441994,71.41863
1228,28359831,0.8905095,0.829,298.09264,48.104488
1229,355978205,0.89109,0.5,146.817983,78.610382
1230,382512330,0.8911385,0.866,117.516382,-60.667095
1231,15795549,0.8911946,0.597,307.211862,39.153817
1232,28763683,0.8917124,0.744,27.162968,38.387356
1233,13325340,0.8930911,0.578,78.63706,-25.32829
1234,53900480,0.8939467,0.738,103.725944,-23.891308
1235,406781370,0.8966773,0.826,170.523508,46.725984
1236,149976187,0.8968788,0.674,90.29613,-63.533519
1237,413395842,0.8970932,0.808,176.844952,-23.041757
1238,14307980,0.8974226,0.503,144.556227,-1.074488
1239,348538431,0.899466,0.311,121.629365,-15.764624
1240,294396726,0.8995044,0.657,109.180484,-56.396883
1241,231826813,0.9007543,0.593,22.905773,-61.249322
1242,192990023,0.900898,0.702,155.345142,-28.69433
1243,274645120,0.9009169,0.763,301.221313,37.753254
1244,12012992,0.9011729,0.626,146.582083,-30.92556
1245,168674931,0.9013817,0.599,61.276506,-31.169687
1246,342334344,0.9013952,0.688,326.669264,57.29352
1247,11070365,0.9020851,0.56,122.225,-18.411004
1248,294092960,0.9022575,0.671,107.356619,-57.502431
1249,294092966,0.9022624,0.673,107.348233,-57.496422
1250,290547036,0.9031481,0.604,4.73318,-79.915389
1251,25078924,0.9043827,0.556,60.930911,-65.972884
1252,121945407,0.9055703,0.495,289.28741,41.264806
1253,231809798,0.9056737,0.408,85.530725,-52.115073
1254,406798603,0.9063451,0.601,225.692081,37.910113
1255,372816629,0.909088,0.801,66.935458,-58.200256
1256,399737080,0.9106007,0.578,25.966675,79.300207
1257,262696097,0.9112219,0.53,107.785954,7.451313
1258,83914837,0.9118507,0.649,218.021341,-27.709139
1259,289564387,0.9125527,0.561,54.074062,73.339315
1260,14826027,0.912568,0.747,179.504171,14.03793
1261,358049707,0.9131123,0.329,34.284466,-61.399524
1262,197908268,0.9131569,0.623,58.612004,-58.57768
1263,332910947,0.914434,0.606,35.06147,-3.123266
1264,169532543,0.9154337,0.627,78.04381,-13.199605
1265,122330743,0.9163618,0.513,133.467546,-58.253805
1266,303441920,0.9176657,0.885,138.728962,-69.867027
1267,88479623,0.9182032,0.502,47.027761,-24.759648
1268,159169838,0.9184306,0.679,289.739255,45.458306
1269,294327312,0.9185462,0.585,108.87121,-58.542623
1270,83939434,0.9210253,0.77,218.185721,-29.320395
1271,377611329,0.921582,0.635,348.2955,62.701573
1272,438682877,0.921935,0.671,202.22056,-44.683686
1273,56332484,0.9225558,0.634,126.997587,-35.113761
1274,345835653,0.9242404,0.397,82.161105,9.814791
1275,147314529,0.9256059,0.601,104.699028,-17.632144
1276,43712632,0.9264966,0.743,76.269724,-7.561921
1277,318649597,0.926883,0.588,332.351455,-86.250905
1278,121078334,0.9285757,0.643,56.598692,-21.972104
1279,379865347,0.9328606,0.47,257.284684,-37.912772
1280,315120782,0.9337639,0.429,145.449847,-25.147774
1281,430677414,0.934925,0.617,333.669776,53.239614
1282,287085893,0.9350152,0.791,253.309757,70.266585
1283,455790537,0.9350886,0.657,346.345187,47.676311
1284,357685999,0.9368597,0.645,275.175317,58.660526
1285,201293780,0.9377426,0.447,3.23708,-57.356728
1286,336767770,0.9398177,0.53,13.938698,16.298384
1287,100100827,0.9414549,0.537,24.354306,-45.677882
1288,245527958,0.9415949,0.967,252.020915,-46.024209
1289,100100829,0.9419795,0.404,24.322002,-45.682539
1290,21827849,0.9426368,0.458,181.700031,-42.534467
1291,301405723,0.9427072,0.59,52.976043,-1.63929
1292,273885188,0.9427823,0.674,304.696751,36.340581
1293,152377056,0.943262,0.571,232.358612,-44.544242
1294,437241830,0.9442651,0.616,165.450183,-21.841888
1295,298734307,0.9442714,0.659,278.60958,57.80182
1296,44623916,0.9447294,0.616,341.219798,-42.012658
1297,140804999,0.9449783,0.61,75.196482,73.910446
1298,415969184,0.9475646,0.84,342.148637,-20.311935
1299,262465161,0.9509325,0.641,73.893056,1.380435
1300,290035575,0.9523769,0.616,290.696232,48.203009
1301,28304399,0.9526907,0.722,297.860512,50.935849
1302,118200081,0.9529892,0.522,272.184314,-56.782639
1303,410187905,0.953676,0.751,353.482961,-69.187294
1304,261105201,0.95557,0.792,82.827367,-79.008772
1305,417728463,0.9557966,0.441,82.433739,69.062326
1306,198109209,0.9582095,0.917,209.599771,46.85057
1307,120626764,0.9612907,0.616,285.727516,39.841298
1308,169815918,0.9628206,0.608,297.703576,40.642523
1309,193822785,0.9667583,0.458,268.99698,45.874269
1310,236445129,0.9690269,0.533,314.268494,31.661008
1311,28391714,0.9715449,0.592,30.140571,27.888668
1312,299091036,0.9720554,0.566,288.828614,52.493269
1313,428444188,0.9732728,0.649,55.457614,53.293686
1314,41170667,0.9740942,0.917,91.200309,-67.523014
1315,264508409,0.9744478,0.52,298.527124,48.41858
1316,302457456,0.9751629,0.58,33.839331,-12.207438
1317,137551461,0.9790534,0.564,292.343865,39.069328
1318,63451547,0.9791375,0.67,292.785422,45.63018
1319,322650462,0.9792734,0.469,97.299926,-26.11883
1320,155884449,0.9797213,0.534,123.995694,-26.222754
1321,155884454,0.9797834,0.572,123.996464,-26.221203
1322,220474209,0.9801495,0.489,75.384919,-59.512804
1323,312060302,0.9804999,0.599,10.184249,58.848271
1324,361388647,0.9815337,0.533,193.377468,-72.191528
1325,459173473,0.9850258,0.455,68.83926,63.192793
1326,412638697,0.9859108,0.601,329.642392,60.950494
1327,91448148,0.9863543,0.617,313.671574,-45.730707
1328,146601318,0.9869836,0.566,149.255813,-1.358767
1329,146601322,0.986995,0.576,149.277589,-1.343969
1330,384534266,0.9877761,0.937,253.262999,-81.594606
1331,405387285,0.9879181,0.925,184.248839,-56.406731
1332,36594985,0.9879676,0.54,250.127871,-48.488624
1333,245950209,0.9931781,0.909,70.519439,14.326505
1334,7849727,0.993305,0.635,275.409675,42.168803
1335,312102715,0.9936833,0.8,182.038411,-66.984178
1336,420962954,0.9970006,0.667,82.077335,-19.521306
1337,270615728,0.9982151,0.547,293.620501,44.967315
1338,470937126,1.0005506,0.5,47.569088,55.59624
1339,358908226,1.0005991,0.32,347.834178,68.983027
1340,67719432,1.0017063,0.522,63.424578,-11.560119
1341,403757320,1.0025046,0.263,179.477378,-47.908645
1342,399822840,1.0025595,0.579,286.66602,53.383843
1343,283698250,1.0036573,0.48,128.742179,-25.335263
1344,307488085,1.0045161,0.752,126.340019,-67.887824
1345,168809669,1.004711,0.6,215.248519,47.112529
1346,181341926,1.0054508,0.585,280.713172,-43.189178
1347,16485009,1.0056497,0.829,102.186584,39.30252
1348,339666028,1.0070898,0.921,298.951742,-64.816914
1349,7418947,1.007808,0.732,81.061515,-46.21688
1350,453431591,1.0098978,0.445,147.30269,52.100793
1351,330829235,1.0117969,0.676,328.991476,43.047375
1352,380784511,1.0138363,0.375,8.182656,31.752162
1353,153987857,1.0141966,0.466,341.288718,42.019556
1354,158579379,1.0144775,0.587,222.848628,59.151156
1355,98828631,1.0156881,0.793,45.724909,-15.901142
1356,410276444,1.0166611,0.383,298.350202,-57.012233
1357,145116411,1.0188601,0.575,131.943474,-50.893961
1358,452786194,1.0198892,0.724,68.469403,1.671796
1359,41431247,1.0199009,0.713,293.937061,30.926466
1360,396486931,1.0237881,0.555,25.34168,82.073362
1361,413746112,1.0242898,0.511,336.619002,58.261435
1362,240764987,1.0272832,0.597,340.141812,-15.789091
1363,421361060,1.0289448,0.494,292.813414,-43.704784
1364,139378835,1.029524,0.473,38.293003,35.912368
1365,350132371,1.0318392,0.367,329.090884,68.998189
1366,219882262,1.032726,0.402,261.711656,69.908662
1367,46313508,1.0328804,0.628,83.104335,-14.971559
1368,274762761,1.0333694,0.442,301.347533,38.230808
1369,320947341,1.033452,0.523,81.102456,54.656057
1370,68032870,1.0335323,0.593,219.347215,38.078275
1371,304458680,1.0387194,0.796,164.967456,-59.576672
1372,63941711,1.0387453,0.309,36.1363,-22.1909
1373,181150051,1.0401227,0.513,174.067602,-38.036497
1374,177175199,1.0404134,0.491,105.080007,-70.890816
1375,349832824,1.0407309,0.519,113.647634,-64.944689
1376,326815804,1.0428095,0.535,359.679842,61.160993
1377,199716496,1.0458364,0.568,254.391168,59.531069
1378,275575030,1.045879,0.755,293.220979,45.843879
1379,101719607,1.0461329,0.528,259.90181,40.924942
1380,418295363,1.0468808,0.537,197.08501,-78.446025
1381,165186801,1.0495707,0.571,91.762283,-46.746588
1382,76658755,1.0498694,0.341,229.111431,-32.998936
1383,26432264,1.0500526,0.742,56.670294,32.290192
1384,318937509,1.0505729,0.325,112.381474,2.84812
1385,276914715,1.052049,0.691,309.476543,54.498642
1386,428942240,1.0521955,0.785,58.204091,53.483672
1387,294206429,1.0550702,0.633,108.042298,-59.839414
1388,343661464,1.0554091,0.676,341.725462,58.084314
1389,352718668,1.0560424,0.59,288.46137,22.833762
1390,453097744,1.0572138,0.782,113.885239,-71.48146
1391,251858265,1.0572148,0.405,8.949212,-33.692945
1392,121595243,1.0575909,0.307,69.811656,-22.283545
1393,5969274,1.0579672,0.528,193.501199,-18.037622
1394,142080812,1.0580716,0.6,118.112741,-23.7175
1395,238872494,1.0589856,0.342,38.719542,-77.40853
1396,172421004,1.0626485,0.675,98.906869,32.576814
1397,279224984,1.0642167,0.797,52.040135,-1.301447
1398,122070918,1.0648122,0.697,289.639283,39.774976
1399,234211934,1.0649345,0.489,101.666801,1.154377
1400,359987981,1.0655783,0.943,223.910343,-79.805727
1401,278861826,1.0676262,0.533,100.658603,-56.541875
1402,47762157,1.0690084,0.674,280.084129,50.814413
1403,308828048,1.0692161,0.749,223.10461,-48.751575
1404,12824209,1.0711624,0.527,33.827409,65.481165
1405,35009375,1.0713401,0.763,164.774849,-3.544051
1406,356701798,1.0725533,0.673,254.845506,70.576912
1407,159723646,1.0731048,0.627,291.278708,45.934185
1408,408351887,1.0731803,0.689,144.99061,-19.3281
1409,273574141,1.0756491,0.522,297.923183,43.256281
1410,467574373,1.0768276,0.836,48.097049,34.992178
1411,245863693,1.077403,0.487,68.680565,15.265093
1412,68032616,1.0780698,0.55,219.211756,36.573459
1413,200440270,1.0788761,0.604,70.896672,-42.675823
1414,279323859,1.0799812,0.572,104.245436,-59.161133
1415,158582802,1.0800929,0.513,21.858141,-49.473381
1416,158582801,1.0801048,0.516,21.86097,-49.470798
1417,260124760,1.0802768,0.59,130.944245,-45.086571
1418,219699532,1.0810901,0.594,192.376146,-19.896472
1419,53178352,1.0813531,0.706,166.17623,-2.972215
1420,143350972,1.081762,0.491,82.246367,-17.429241
1421,89787778,1.0826341,0.662,127.820002,-59.227039
1422,279918206,1.0837379,0.398,285.30208,49.263476
1423,119327278,1.0845944,0.753,96.797223,-37.102033
1424,32551761,1.0850104,0.925,20.875993,-13.924219
1425,296012680,1.0867381,0.398,304.206068,50.383657
1426,146522930,1.0876046,0.435,76.691946,-19.965851
1427,467294853,1.0881088,0.512,309.193902,61.227921
1428,290044434,1.0891498,0.371,91.369962,-17.458487
1429,87260967,1.0905536,0.504,272.768354,-47.513123
1430,86396382,1.0913529,0.559,97.636653,29.672296
1431,178168644,1.0926557,0.536,108.150534,-10.712231
1432,370960295,1.0940821,0.873,145.554025,-66.914815
1433,149473467,1.0948857,0.606,85.270518,-61.857841
1434,47380518,1.0953775,0.525,162.873647,-0.989553
1435,315060984,1.095509,0.43,336.631216,36.531329
1436,48372732,1.0955633,0.553,149.735997,-32.113264
1437,243475355,1.0957854,0.558,205.917017,-42.067516
1438,277565268,1.0960589,0.739,311.12404,54.10194
1439,129913061,1.0962675,0.653,36.515352,39.749475
1440,229476285,1.0964623,0.433,295.534548,60.482994
1441,342782002,1.0971318,0.547,240.588313,-62.890986
1442,400445441,1.0976885,0.839,134.080256,-52.723474
1443,399814051,1.102438,0.601,74.022274,10.05253
1444,106309554,1.1031609,0.638,158.858481,-39.742162
1445,143669444,1.1038823,0.842,118.496043,-45.643272
1446,341550561,1.1057183,0.847,120.564725,-55.540594
1447,63328020,1.1057442,0.671,320.060008,51.394727
1448,234284556,1.1066197,0.762,335.665361,-63.057175
1449,233731070,1.1072299,0.857,277.443773,62.258592
1450,160603897,1.1100952,0.467,245.118102,75.311591
1451,273778807,1.1109005,0.973,298.207538,42.201124
1452,38586438,1.1112853,0.368,64.090211,-62.01289
1453,326356701,1.1121569,0.568,325.596983,-21.762656
1454,262173985,1.1127725,0.601,78.049288,43.443781
1455,60655023,1.1156523,0.673,138.077598,-11.078923
1456,441608578,1.1157777,0.553,117.419284,77.427913
1457,112401201,1.1157894,0.68,290.983002,-30.314866
1458,8677671,1.1159766,0.564,137.452513,30.426895
1459,150187916,1.1162148,0.92,93.714114,-62.283925
1460,219865181,1.1178055,0.382,258.642619,67.380252
1461,104975120,1.1197175,0.566,67.934126,50.341693
1462,149160359,1.1207351,0.694,81.455091,-64.989374
1463,180724703,1.1226132,0.604,15.829722,-37.753872
1464,198410480,1.1233451,0.739,259.231946,54.812342
1465,93997745,1.124485,0.905,130.567454,-48.099078
1466,263930790,1.1247811,0.647,276.749891,53.062305
1467,366786599,1.1317802,0.956,198.095295,2.65383
1468,253715855,1.1320096,0.588,282.06512,-37.180258
1469,139252264,1.1325693,0.46,123.663849,35.439016
1470,180730928,1.1349354,0.699,129.537418,-40.081087
1471,266735682,1.1352356,0.555,29.207866,-21.195412
1472,409319605,1.1359601,0.576,109.867409,-16.39525
1473,52280468,1.1365198,0.312,99.866797,-33.540303
1474,376971463,1.1374875,0.532,341.956296,70.815747
1475,77209028,1.1377695,0.538,68.99473,-38.692647
1476,461318755,1.1404707,0.473,2.228632,71.766107
1477,143171265,1.1411026,0.719,89.999688,-34.452693
1478,142929481,1.1467361,0.504,52.052906,-31.823284
1479,261677352,1.1467472,0.873,185.917195,-56.275707
1480,391906858,1.1471897,0.933,175.446034,-14.792941
1481,409527600,1.1483467,0.55,35.483408,47.360082
1482,323442776,1.1493927,0.775,70.899916,-84.811095
1483,67186251,1.1494576,0.591,83.353095,38.190813
1484,123405765,1.1497091,0.521,32.379642,-30.97266
1485,458859193,1.149914,0.608,161.284314,-59.768604
1486,413024324,1.1511769,0.549,127.399158,-23.543757
1487,353962058,1.1516198,0.603,62.365174,46.56683
1488,312111256,1.1518696,0.829,140.663953,6.238879
1489,247205466,1.1528047,0.391,314.08947,24.782163
1490,53993965,1.1538562,0.427,331.501362,-26.884217
1491,356524567,1.153964,0.531,134.342449,-65.122597
1492,262614966,1.1545645,0.953,116.643356,-62.87733
1493,85031598,1.1549206,0.384,65.3458,62.245754
1494,265489698,1.1554696,0.636,321.768194,-62.653802
1495,450798369,1.1585309,0.607,187.080422,-63.013508
1496,416264037,1.159962,0.625,289.608634,48.884103
1497,138098461,1.1600306,0.88,293.296662,41.874129
1498,310994603,1.1611667,0.934,203.710117,65.255036
1499,352979549,1.1619751,0.538,310.826663,72.375088
1500,471013508,1.1625863,0.72,342.274817,-69.567189
1501,469979014,1.1625978,0.718,342.274875,-69.567185
1502,252096958,1.1642311,0.823,15.538182,59.928623
1503,138543573,1.1646797,0.627,158.98192,63.592337
